2992 9981
2058 131 570061399
1254 1497 984147413
1097 815 943961737
2028 2001 773189831
813 2531 547042134
510 223 616994043
2735 1648 440260101
2738 602 289984423
553 1485 358959448
1914 1602 846270168
2013 1134 584973238
2599 244 610288650
1211 1737 811559595
989 2775 263861545
2876 803 216665693
667 2181 984483540
160 1675 462579334
2688 1739 910457951
1744 325 460163415
2280 295 681764831
318 1587 620783240
1160 1488 409705115
1300 569 616997101
657 344 40568465
1472 1621 724918829
1296 2189 133992641
1796 2842 912051854
252 510 424178380
1136 1727 104925524
1935 2866 177195347
820 2577 295297662
2536 657 314999409
2262 2919 623596182
1382 1662 780355373
1187 1329 532024708
27 2330 897143678
2755 829 226975386
343 1704 590085446
437 461 33366655
1076 1901 455748160
928 923 656538922
497 1508 390279726
936 1326 23113980
2950 2484 385167901
1778 2307 894267877
198 2449 355086070
165 1721 228948942
1313 2618 456428455
561 2713 889244176
73 2230 594528172
645 1882 857136761
2841 1574 941650380
1312 2600 423747217
1911 1198 283048053
2482 899 83430403
1225 1343 508602601
2651 1648 349404247
1506 1903 219715123
723 2820 399786814
269 1380 348307972
2290 2288 86819505
713 2323 67920180
1411 2129 711746594
24 1255 521785471
1701 2531 242844015
2364 2109 686508239
843 1751 191963105
2456 2990 167762729
1875 807 142086767
2691 1165 821282569
1426 360 838394735
2671 1679 32991933
1199 2984 998213923
2986 2738 332681351
1845 2469 637037192
1741 2105 87953508
705 991 307944447
2365 1450 714815838
70 338 116037324
2349 230 289984886
1216 2333 236983444
243 633 713358494
1318 953 840228765
1927 1057 50116612
888 2960 635561756
2229 2356 352760505
96 2375 495634207
816 1001 948564664
1543 1811 694905347
620 2849 93098486
2941 2377 360843688
2908 583 766799314
1650 1942 408234693
1665 1539 670812136
892 1354 334141586
2108 2509 895955065
2271 26 608830828
255 1043 523932557
2039 1242 469435087
2836 2472 141159836
948 2294 392146181
1706 2783 586956248
222 2296 274399557
1022 2122 413505820
34 2981 339043728
2531 871 645786037
2314 920 964852528
1866 998 987946048
1806 2008 264973285
370 927 914731745
1611 1694 22083584
1877 1090 449252385
1079 2537 504568780
708 590 54103918
2655 2440 387334023
2754 399 238760702
452 1700 302065773
605 1381 535767442
637 1028 950919327
632 1192 604981991
31 2345 517414209
2958 2324 574506698
1951 350 310698561
2422 1322 97318607
1814 626 224662180
462 1432 311147126
1209 56 618168448
500 2850 388251883
1015 1291 505062065
2461 382 602064833
394 1261 732841303
1665 1406 960390199
2395 1500 815622825
469 2696 901244351
2990 1091 591004358
1622 1643 437608710
2313 2920 902682128
2853 594 35562385
1843 2485 933943660
2878 1485 663895214
2719 624 55357633
345 319 352926249
71 1633 657157458
2779 2156 383207389
1172 1952 510877632
