2819 9944
638 1463 929176067
2003 172 179913267
833 1723 705323038
2195 743 680342741
1554 1018 599870984
2281 59 480645346
2596 1169 591363278
191 202 738703014
1981 2551 669740494
1970 2042 163113063
2649 465 216328971
2741 163 85032252
1813 1634 629223525
1404 132 75174854
588 616 920497410
80 578 767197068
980 2459 279080912
653 2741 173557205
2280 1484 850709524
269 1566 214140042
1948 381 240708813
2696 1095 610761832
2807 1384 867137963
164 2702 449364586
220 520 858527701
1618 465 888137902
2085 2808 540722012
841 2489 644228757
1465 1798 924734032
677 1488 79257082
2138 811 395646528
1920 840 299219188
892 571 536705247
1932 2250 451008093
2111 1730 510606383
447 1129 383112953
1888 1957 277623577
1333 1378 252031419
1222 2274 821558233
2359 1947 897190805
1146 1285 622789931
1406 394 72340311
1006 1514 648598587
260 709 88501954
2316 2501 457529956
250 969 656970684
43 2692 849278451
710 1926 503003819
2408 2282 843374044
2089 2048 652680079
2636 1169 334307860
2443 533 607106869
1633 2085 90993686
1548 1854 568786888
1741 926 712306073
394 463 640259472
1404 1344 357878406
1661 2143 432251036
847 2004 409573092
1819 454 687024844
1332 2219 560844440
2501 1509 499799440
348 2536 562391305
371 2030 667434085
2547 185 934765013
181 12 650374715
102 1203 465656152
2514 2528 412508311
1745 434 887144756
2694 2683 957758073
1728 713 203198045
1563 777 193842663
1705 1715 104781221
866 1905 396975968
2384 1948 150970982
578 2422 373657406
2070 2733 78837073
436 2565 915536144
1308 679 798551127
2604 710 203165637
1056 2684 942481031
1203 1953 517388869
483 2518 859572348
1741 1833 347078210
2021 1790 909579611
2787 1404 535886486
2273 210 666027807
942 1954 129469519
2403 1176 545523931
677 2408 20371052
1679 1305 982917396
1359 116 764563647
1700 1637 18148360
2153 496 938443545
1824 722 575543706
1723 352 539411685
796 575 979829352
1941 647 605599205
1479 2440 109941194
2331 1732 946994169
2541 822 257594010
2708 824 353094400
1159 2357 56399897
199 2215 899815846
2117 1577 333221777
2556 2630 282050008
2748 1156 617917596
1467 728 366110026
2503 1975 613556903
1594 1252 74344913
802 1804 269073722
2539 818 548893068
1995 2396 902016902
2755 583 296275649
1281 1372 452571542
1094 230 668958456
1811 1414 928137551
1165 896 854344502
1167 646 387243286
408 519 531329904
2704 2503 882787707
1003 900 658038826
1869 709 685843447
881 1190 572621925
1366 2708 925779285
1342 2309 965279678
1528 2612 178706912
2526 2307 863494754
2264 3 359055555
1258 704 772379670
921 1576 187677120
493 1820 265652280
2439 1689 264109590
236 2769 279928488
1334 685 232342368
2194 602 97430664
482 2809 128495017
1568 1357 523511381
927 1940 24116892
2000 287 384218619
1196 34 269291193
715 1469 703367501
226 255 552167173
868 413 390634356
802 2070 802760821
1469 2555 234711390
1802 2617 513390968
1666 2151 198923777
2197 1515 613258203
2172 1934 760986451
1481 2560 419376054
2248 102 683639771
229 837 448207114
139 2519 418328418
1236 54 678072849
593 1078 374540651
1485 2120 874783677
2591 1705 166739977
1090 2346 921358238
1958 2488 988023285
1622 2660 826774113
406 2476 381271553
1561 2603 872809508
1922 2637 373758576
1644 2540 426920385
704 498 603678527
2401 1078 480093756
660 2313 596275131
707 2539 651027831
143 379 205270245
791 524 615380860
2637 2273 185588855
1873 751 920954894
2246 1511 201688113
2121 1644 644288410
138 2603 44711038
1472 2321 906765337
2513 2055 713183650
2221 119 723385077
1280 1143 944451081
2495 2478 865257866
2518 2020 516777836
1094 1927 975458386
916 262 374754465
2083 2410 728662405
1598 756 930636380
146 2598 349712641
165 2589 947029468
490 1995 569879930
1593 209 661571157
2710 599 247115874
2730 2207 304238406
2766 508 497096805
1772 1730 671188133
2150 1406 591608038
898 2387 591245356
1186 1222 430605621
847 818 751691941
1386 1367 906274122
2671 964 204958764
2613 1957 283461816
