693 1323
300 601 434883275
152 575 659789618
573 596 648104886
668 156 663661241
620 656 428505485
624 36 306647415
239 195 584469330
275 401 244419358
310 445 567530399
451 159 7218488
2 682 780877709
690 396 721407803
500 679 381588619
576 366 349655326
449 460 459480022
451 640 805750860
607 42 616919642
4 243 189845339
612 432 360797563
474 69 610379670
221 477 522937782
72 538 3720978
554 420 487222101
423 117 134561870
283 412 942581883
543 216 63074409
23 386 423151882
421 529 139381338
187 524 331487170
565 219 248342017
223 644 755591985
264 426 599986364
304 555 996236456
363 60 823871257
141 548 326439607
646 288 182538449
665 610 96912085
670 399 204059422
156 26 405953441
495 636 385632117
46 162 281221796
441 461 403681060
207 666 247221530
539 594 390143236
331 618 477181979
637 256 65949543
407 219 351133756
444 511 568484557
364 309 554047064
399 163 25145202
45 393 550125447
678 533 82619261
408 491 544258178
668 102 105432269
132 434 205744623
524 242 759517421
675 535 332668942
172 550 354325647
271 100 606529988
158 288 98844757
596 40 720653472
138 71 199659792
44 459 711859965
626 28 888333017
228 98 368415358
400 396 599511876
622 231 326810209
41 159 315946987
52 118 556831371
106 219 89276726
419 127 181217911
103 459 332058128
73 381 24400816
507 498 636003295
552 364 843008607
276 549 457948521
655 191 963917029
543 207 560390519
355 556 797782115
552 361 510134243
689 94 164889533
20 516 850448895
119 333 744621934
111 377 370336435
102 241 180999314
165 474 162447802
10 425 155385501
442 131 806266307
355 499 353321719
142 466 95990640
384 151 480476400
538 3 996998471
349 272 175718445
413 131 466233565
338 586 983917279
73 148 862578966
80 423 433952229
288 484 110481352
559 124 716293558
128 376 201310303
230 369 19340825
676 59 118844758
151 291 332310974
483 577 169725639
564 198 509185529
71 71 454786812
289 508 263923657
444 212 217298607
262 188 20051665
515 627 30052411
441 578 348694203
317 214 384092382
108 1 364669394
337 610 906988661
298 138 746453208
533 267 856823541
359 463 766554126
658 294 3996942
19 596 742091262
521 307 177743882
678 323 253754844
298 608 54524481
302 455 777909554
633 22 549859516
195 341 106597601
623 277 991633663
558 650 770200707
247 631 115921193
362 155 684368943
579 589 416271314
396 494 682461440
316 220 481833528
426 303 8142693
491 425 284108800
483 627 705438260
283 373 58754955
388 72 308797554
438 5 338522360
473 527 911859661
569 441 111602235
541 333 805247350
342 506 564670128
244 46 99678643
322 462 355399365
492 123 37116960
19 293 800081945
158 219 253001776
592 305 455246051
452 632 814946363
108 632 750342075
606 281 50127023
175 350 292917826
342 401 714900353
348 679 166197939
145 495 78143285
553 645 189986489
153 227 874965298
357 62 510008720
4 525 855849114
158 395 961481040
551 12 598315996
155 462 808810447
606 603 821298554
315 270 149471019
281 313 175469752
152 183 474348189
4 324 631443540
120 364 950287213
58 177 559167221
449 617 379655988
202 148 105922510
613 84 634609870
216 496 814749954
99 168 589121211
508 142 175309578
323 91 354151063
226 336 501212619
473 560 228127238
361 88 98268741
602 626 704357620
211 396 602689029
559 242 562926441
566 675 548145968
555 605 471122518
73 230 510581432
440 574 76774586
430 602 94407661
351 244 744265363
656 314 3826793
453 472 695629692
262 448 716355288
641 188 176738588
652 184 503007917
171 21 507430598
221 404 118295099
677 164 488892789
478 680 521766573
196 300 211921936
284 46 773263915
543 209 383924189
273 246 412483340
611 350 523498635
107 227 127160114
639 537 783720084
28 73 547027559
385 444 133063464
660 675 436160970
96 293 750932768
92 154 427657486
423 438 631373249
498 335 712740500
552 110 755687437
553 663 714937309
433 46 125761064
149 517 374499415
628 516 730059919
193 415 330780040
675 84 567479254
226 662 199662340
277 552 382550401
673 553 303479738
152 208 52703793
110 223 365861468
212 553 517633951
318 505 359186439
