198 235
276 935 438515315
802 230 129099933
545 464 410134225
166 241 885417013
471 805 570981511
47 448 584381871
913 377 728257729
834 842 165573287
464 37 669622703
345 492 953292241
275 68 289571086
540 894 928104871
425 52 123582647
768 481 199537013
115 188 65304379
609 361 630412665
239 759 917006962
523 424 78228861
764 11 276287905
291 282 602636875
618 768 168745739
254 280 903079778
982 657 923575834
939 158 144327567
261 718 767675763
125 901 35094958
176 721 322191158
229 185 946079172
555 518 727024412
379 44 879769415
723 354 578822041
73 779 235524450
926 139 776026757
830 861 14794716
98 866 720571222
58 372 796633468
852 611 641040997
86 341 968755343
714 114 747543114
649 907 235611799
814 198 230441676
311 633 618863044
889 505 832590609
246 160 346283651
843 703 656787150
474 403 408388854
129 861 546683978
842 178 876453250
973 937 11844689
760 352 322160445
386 613 643437693
159 945 225072892
951 534 267319887
292 352 634063725
153 538 233237753
743 556 30383316
24 155 509435980
946 441 910647926
806 41 729080956
824 326 403988143
386 294 158107041
902 361 136585361
131 50 286340474
909 184 684185411
788 967 201499817
685 387 597836965
473 170 956715523
476 630 716321675
79 280 568646343
566 847 528630621
750 858 359276034
97 906 725160671
874 927 114167505
125 987 55285186
888 876 860283017
13 742 758692855
759 754 929265562
355 883 852411165
98 302 338428922
54 245 689572434
610 431 817571123
831 167 110596904
563 653 754150540
749 738 3734782
532 366 802111064
74 918 489807159
483 0 715231872
535 776 150318222
604 737 144892127
563 757 621850442
831 447 469546842
349 764 713639740
106 535 857296504
793 481 510544637
810 158 841323884
722 64 97154821
939 26 850977848
497 525 291373786
528 495 470490191
956 456 379219571
501 442 100482924
958 841 207078157
783 265 841728390
219 890 187583662
620 795 521450008
913 165 483834181
925 992 744939400
826 909 825332344
156 141 334942889
968 968 89618199
370 515 312651094
633 885 813796994
590 658 645498866
524 841 89137985
156 146 215551309
921 735 553423322
763 103 362188486
498 805 280079020
629 835 181183810
189 361 370504521
948 861 375804845
258 704 556804228
597 557 541889825
754 77 637860162
973 480 825399220
496 226 898263825
158 174 744845166
352 784 363219948
522 922 542625171
862 727 908129469
828 616 58937965
436 279 28350886
494 277 722021608
827 854 841257574
240 902 542874973
826 343 87870405
738 132 80857922
299 49 881037234
984 626 507999415
569 504 52014388
349 818 660315722
994 143 276291221
557 299 599909211
715 270 240375863
220 311 511882951
568 870 595158462
482 76 785745600
903 315 966641925
271 589 936072922
824 89 282814428
558 159 222508649
915 580 446156727
459 904 405340166
881 350 624069800
2 694 367907666
877 689 404075252
483 510 844178042
381 737 866208268
578 632 431514130
385 994 76028159
163 783 963269306
24 439 671912499
745 813 686364693
583 338 33178914
487 237 780656564
359 448 911153562
286 36 4873554
505 100 876305539
871 277 692354474
781 886 423932057
303 583 36055194
319 554 284557380
943 586 517158975
172 66 30153826
310 773 814102622
531 919 522109047
250 416 441522916
335 728 462976946
788 399 324007774
866 621 927009838
577 176 350816998
986 72 458859964
128 327 231860715
453 422 413476035
427 940 737395667
589 423 883936894
692 913 771426223
503 860 637795835
276 475 255716655
681 875 636086218
378 340 760752795
452 834 627815219
571 115 848522386
150 906 760197523
477 248 452119349
868 143 561995103
792 60 347367663
499 208 976644436
3 761 691 939
204 55 526 116
51 70 226 314
80 522 128 700
355 308 594 966
167 645 198 971
875 491 955 750
696 557 780 657
661 93 749 827
174 727 946 872
204 425 299 830
806 160 834 772
541 105 960 935
106 513 728 615
23 692 308 757
192 184 573 381
90 453 321 600
96 595 635 715
310 186 375 319
72 167 732 511
233 0 494 834
653 465 892 706
275 332 313 546
165 414 931 446
146 608 861 980
490 437 534 576
131 209 828 397
79 479 256 542
670 263 895 272
96 45 887 829
392 387 443 613
609 519 866 810
474 293 988 579
276 54 809 859
324 125 538 868
20 260 827 933
426 689 460 771
335 880 836 915
893 101 996 132
25 1 412 379
321 458 472 609
237 236 287 615
285 249 885 354
619 256 966 476
320 324 690 984
467 393 549 941
69 334 746 381
3 282 237 410
346 109 565 647
597 441 795 446
207 166 444 902
583 294 887 770
38 412 752 683
54 712 900 874
425 440 932 468
524 570 765 766
38 154 785 577
117 469 576 884
702 72 808 764
55 266 891 719
228 203 894 306
432 741 470 844
382 308 943 458
332 709 961 757
109 507 921 874
847 16 917 551
302 197 933 649
381 353 643 648
304 673 315 700
148 402 584 666
57 348 165 434
185 25 812 564
133 535 683 633
960 541 999 946
224 277 253 532
131 76 775 365
10 429 378 754
144 132 166 378
52 6 257 527
477 936 797 970
177 751 561 873
181 513 230 591
404 274 764 349
34 65 605 942
425 113 577 982
235 646 269 722
365 325 850 437
359 258 718 310
191 260 368 764
23 69 181 533
195 355 685 446
632 147 645 732
30 339 279 898
70 549 547 942
83 709 752 753
287 728 987 763
481 411 645 468
344 145 558 338
539 679 885 812
366 162 808 289
230 256 942 265
478 284 678 618
15 2 629 846
722 571 957 831
531 222 554 452
701 361 789 563
161 45 650 156
549 224 929 821
639 26 734 705
308 430 364 608
540 701 746 933
348 39 673 699
601 600 818 660
276 319 589 765
186 371 312 598
17 254 267 636
45 524 254 754
575 485 947 521
198 93 281 139
519 281 795 767
506 13 522 250
247 310 336 664
425 684 586 718
475 58 741 560
95 127 700 647
629 359 909 618
283 736 821 940
582 382 648 834
777 744 958 898
60 424 223 977
89 15 520 952
260 197 328 309
78 1 819 300
316 579 555 599
323 241 868 774
23 327 962 978
670 172 906 849
724 357 974 932
273 287 990 544
283 760 365 904
420 101 743 564
732 329 926 426
44 850 157 901
264 286 757 386
264 622 585 801
129 704 502 863
365 829 572 871
575 533 648 975
546 522 865 885
148 157 394 438
327 536 597 925
359 268 713 342
247 525 863 993
708 70 877 777
381 895 998 934
75 314 843 338
409 35 682 115
210 72 420 166
5 75 472 941
439 237 795 814
635 544 679 596
252 70 701 353
889 179 921 592
533 100 637 699
251 230 924 445
302 819 868 883
551 50 917 539
470 855 896 1000
466 278 661 596
113 583 716 833
534 25 602 155
417 155 817 174
480 182 759 635
455 131 638 393
101 102 163 753
464 471 617 827
153 55 307 87
229 9 270 832
373 565 680 830
337 546 481 692
531 570 665 626
19 63 801 697
524 319 906 849
219 694 330 791
58 79 461 698
134 14 283 62
75 644 229 900
571 474 747 874
708 68 790 174
26 145 355 230
150 76 395 629
27 421 665 680
101 123 464 125
667 188 679 605
310 2 561 838
6 480 684 526
156 843 662 906
639 648 673 790
368 571 768 847
238 248 659 485
288 86 483 601
63 400 742 442
383 268 517 426
197 227 718 936
544 271 854 556
475 191 697 403
141 796 522 993
79 545 167 566
584 160 669 405
438 680 834 747
65 170 191 541
133 149 437 667
712 66 892 120
687 53 996 213
612 540 635 729
418 413 878 459
143 557 742 887
84 807 473 968
129 124 134 933
29 160 936 394
201 532 833 612
335 710 592 930
132 749 876 992
847 29 997 361
107 521 656 865
463 396 473 971
524 363 925 370
94 134 737 561
746 44 849 672
866 774 953 974
531 710 730 832
48 163 227 943
678 187 723 266
109 957 947 999
847 314 975 650
