500 88
281 268 424379
393 269 569773
293 112 820473
154 69 556134
172 56 555523
254 72 988419
231 355 399670
445 197 657413
365 320 505284
228 426 6938
475 392 572337
448 167 59585
395 239 326937
38 398 830787
407 181 29235
109 137 810927
286 132 637780
471 425 91601
241 261 565168
307 177 54898
232 151 940394
255 364 831816
471 55 106163
356 447 251016
419 97 460670
349 490 404353
168 276 24138
77 351 294306
245 260 135453
268 42 621709
364 87 281216
273 428 874164
333 326 262949
195 335 602752
435 352 365553
408 208 812098
25 275 977836
158 63 621750
97 404 25911
84 305 397459
481 74 727805
41 457 3435
403 373 716292
439 339 912066
120 410 44812
473 425 177868
118 12 605559
153 286 422897
342 91 882127
408 178 226978
50 277 507992
450 228 357078
19 81 256797
290 4 440277
307 36 609495
16 121 731657
258 341 45005
55 205 442352
98 88 964244
220 58 380639
271 340 510429
24 45 811475
305 20 935956
348 373 911872
230 217 907397
363 107 324210
88 345 965560
391 173 307088
306 89 697114
59 369 539451
481 272 216494
385 261 179725
493 25 227069
37 427 264163
221 123 535021
236 459 906644
350 71 396486
415 98 115572
482 412 186050
355 174 841549
386 243 399685
263 223 231407
396 170 732965
200 119 60240
160 421 21416
206 380 242551
268 339 582760
368 364 121720
