500 532
391 107 385798
204 138 601057
231 468 613601
76 171 107831
100 401 518399
409 28 566973
153 401 96171
284 46 816233
37 472 585755
347 385 828772
146 205 553619
28 126 454201
220 136 233919
7 301 545967
202 13 323656
37 222 947061
394 329 365417
174 175 931822
26 294 67332
223 265 147197
23 213 876036
279 152 210738
153 442 937348
106 179 993883
372 355 965790
343 235 451601
135 213 518901
340 71 9017
52 219 320281
453 329 196115
415 156 21852
286 147 732218
184 375 438150
311 75 923250
394 205 166531
248 415 547531
267 149 42300
18 281 241988
242 416 516037
368 384 242700
103 154 833527
453 248 326861
168 318 310436
164 405 47390
407 269 538813
386 69 731086
36 447 9837
157 336 360483
97 451 941585
189 269 648739
171 62 122900
288 289 613105
211 212 287704
282 292 938047
72 344 244190
74 127 582901
270 78 337728
292 140 147131
67 80 940938
253 38 808992
143 401 171352
121 220 453251
146 172 912229
378 447 529574
453 158 858254
145 382 454787
227 407 849324
376 126 831819
322 74 531804
315 89 708389
177 142 134077
140 450 914035
249 188 420052
74 401 906199
337 66 575600
179 201 46891
292 224 841843
451 128 497416
409 485 405298
236 59 405482
424 111 36775
108 252 836964
479 30 391903
334 41 144891
184 427 595066
103 207 255903
31 191 318796
408 375 575844
324 181 342510
135 413 482941
95 245 14108
129 156 495534
217 282 448600
392 42 998251
261 469 625056
472 390 59011
439 264 717741
411 440 847303
432 258 975587
301 274 661755
448 56 439385
319 162 352881
46 381 912589
306 27 610544
323 298 557136
259 437 566413
481 147 685734
81 232 407376
380 198 461222
202 29 943132
56 239 1792
290 481 470408
313 357 11123
111 240 370328
190 308 619780
316 430 455817
325 220 12599
163 262 413055
8 187 28179
346 200 861291
498 200 792826
313 232 652566
24 490 368094
375 486 151713
342 150 827899
480 386 635672
118 186 548532
308 375 812550
267 366 77502
241 318 215579
286 367 728603
339 120 213933
494 296 706088
87 58 343728
317 72 65804
63 145 980704
319 445 709308
489 171 495188
269 44 307306
306 256 238262
148 437 306529
49 374 794563
39 380 919481
323 197 193730
357 433 834324
448 173 994893
436 320 156738
209 90 451211
185 63 743172
73 54 775101
18 386 514221
331 180 253274
20 221 260603
249 459 993610
289 42 808478
193 390 332225
109 465 85547
211 337 734635
21 332 406195
135 397 690431
281 451 888105
233 113 679806
370 345 81164
197 146 339716
289 405 812203
137 462 533480
311 339 717045
457 240 794267
242 401 216727
320 131 676651
452 254 603651
275 293 610103
190 417 46071
214 280 112693
340 14 445892
494 428 143105
200 205 107720
410 418 27750
296 352 531024
34 40 319464
430 60 296681
170 108 135311
474 140 867518
193 415 752940
137 40 881048
151 454 988155
310 448 424223
257 11 106636
296 380 310831
349 269 61255
489 13 456612
303 455 836724
359 351 138507
200 472 198993
210 383 927397
321 308 875709
210 302 147327
160 399 358599
457 201 430565
190 203 657612
10 247 530193
21 185 708317
50 246 947976
459 3 6282
418 33 798977
146 198 813991
492 404 338762
414 400 574133
118 371 671901
34 112 715514
362 257 272557
237 210 780390
344 427 219388
161 329 712093
228 403 407244
17 171 814982
201 166 384765
312 436 706094
314 448 622528
373 321 456391
120 205 239256
47 62 77545
380 67 60230
101 415 990789
487 62 109396
372 100 881010
281 432 235239
61 429 642293
393 263 316137
210 310 58290
112 348 820013
366 4 342502
268 350 238848
389 465 694027
423 273 281657
390 35 296246
373 374 655767
448 263 4837
308 37 459925
295 453 275353
486 405 112372
404 479 173300
192 64 790476
381 149 776306
361 69 637458
182 427 150357
426 113 10946
489 456 329579
493 334 181038
150 494 150386
499 272 53666
76 121 774412
114 349 227183
462 256 701001
140 333 240356
289 491 537688
467 201 618021
178 87 887431
307 250 269507
218 129 433433
349 271 658433
386 8 949064
301 359 525931
232 412 957596
161 74 561279
165 47 968943
11 10 451264
322 51 943678
275 264 585106
143 339 82916
298 334 426397
371 403 678070
42 186 933773
241 307 142298
54 105 44714
325 21 863746
32 4 212691
179 152 321319
412 433 978138
417 37 675868
388 66 310872
193 477 567412
478 287 530221
146 258 337362
172 368 187179
438 52 830591
145 393 261872
432 223 98440
378 186 315687
48 93 888704
95 252 50595
463 256 398516
329 345 83530
370 429 262911
48 424 23257
254 250 527991
374 416 569266
216 282 329874
387 227 726304
338 274 111505
459 29 369031
91 174 767145
373 438 193097
53 191 839544
158 349 764040
250 197 805286
252 216 506626
252 49 70795
342 297 988337
276 174 709783
272 397 699687
477 291 656502
367 179 465160
0 187 597625
256 454 32111
104 148 666172
157 365 825689
11 304 754168
97 407 259697
214 204 245733
447 338 820953
391 129 48297
386 214 542541
101 124 204338
289 192 206707
254 153 220438
274 480 956198
39 153 606839
308 152 940222
1 140 661680
419 268 875652
97 100 266575
368 201 789209
193 372 979102
492 407 627622
148 7 293654
229 242 421536
250 153 98653
363 142 440103
446 18 893872
48 448 964712
17 169 813815
167 396 448011
95 105 350415
257 236 271964
91 114 868555
388 254 368987
428 207 880670
278 210 970582
360 473 363712
183 151 12528
211 10 406087
382 235 340204
9 364 7023
332 398 988682
124 305 322540
402 337 815736
47 246 240094
228 309 574196
359 492 370586
414 17 479958
107 66 283256
300 440 496335
96 125 108022
424 31 725813
69 355 55226
94 414 626588
271 384 916896
305 388 421144
446 412 570204
323 111 562318
337 432 253154
13 197 637284
148 17 107759
201 154 720150
441 152 358363
175 122 277498
260 74 425384
444 232 658528
165 481 565807
28 441 618293
449 458 170449
348 14 667709
134 71 111805
5 331 524186
420 99 456656
235 87 313771
329 194 338069
340 129 466451
127 211 768861
102 432 461058
361 448 939819
366 362 230183
61 3 760572
188 428 786162
94 3 63937
65 192 858169
11 51 530643
334 91 850475
350 278 509474
214 86 877290
285 361 567852
67 198 958590
210 473 741296
146 454 957066
89 96 686354
156 394 650704
76 398 632768
13 100 642994
477 301 42357
33 45 172537
0 148 391191
8 313 299365
122 222 136996
239 68 676347
193 13 505188
216 137 544009
345 234 17645
291 195 87339
489 121 114600
437 432 837281
156 31 63707
133 93 302330
22 69 81666
439 166 961921
498 388 711770
246 292 187025
103 52 644928
498 449 375202
229 456 525686
467 393 413732
176 162 410323
172 294 772878
354 228 396081
34 202 361162
460 339 680601
342 205 862482
327 5 504322
98 198 190035
464 86 723478
90 130 15516
71 90 768957
386 188 419732
207 153 689715
347 335 884549
73 351 255509
72 77 828500
441 320 258522
196 143 390532
54 149 779705
250 241 847798
221 373 424208
319 416 455839
352 32 753234
301 74 770479
147 382 441736
297 32 394360
471 279 463894
54 324 463394
133 480 104242
225 25 495279
338 361 329140
143 95 482085
71 39 757265
78 168 533367
31 134 767219
8 207 937857
188 281 200166
459 414 392461
15 356 178554
431 128 971745
80 338 631244
73 10 307469
156 155 526022
208 117 604495
174 129 224638
211 416 778527
476 354 215289
220 270 989508
243 138 547046
214 339 232120
314 205 696044
67 42 685420
467 268 137264
306 145 500644
375 31 502269
68 125 727257
12 393 670331
292 94 616283
144 126 53166
147 136 51249
10 421 773115
307 144 831766
376 153 631642
446 125 401097
253 328 583877
112 23 851053
327 80 250564
216 318 707226
185 255 909926
424 195 353320
9 301 364425
426 115 177865
218 373 648257
347 166 378791
298 133 256695
450 144 615969
53 320 690626
142 103 163931
419 365 599940
22 348 723801
41 116 446278
67 116 269892
63 290 271734
12 396 948073
55 247 504205
28 276 296731
171 457 223023
369 113 103367
7 391 946284
45 34 731658
492 151 644887
221 399 555116
123 367 594230
38 85 265334
51 342 555674
183 198 943939
25 422 643766
218 332 393076
266 481 52008
445 238 31704
396 240 740865
