500 693
434 328 637504
128 157 89971
332 372 614087
326 76 853539
252 296 276599
10 272 491209
0 206 155108
199 370 435246
386 330 746983
445 399 229666
134 432 295002
129 221 287033
45 495 87615
283 272 442214
216 193 945283
400 374 84291
359 187 970582
269 487 595207
136 16 753522
201 365 853460
60 327 606535
192 298 483112
46 147 451121
207 374 882040
296 419 882985
432 193 92275
343 56 183717
304 338 894934
388 244 16569
268 127 259793
274 409 155510
38 24 959594
25 141 741796
57 93 165372
477 153 870626
200 332 873722
194 432 87999
357 363 822916
228 187 919426
283 69 906374
46 38 291483
110 313 336376
299 186 957877
419 328 393174
9 110 185363
121 58 591182
299 452 305825
351 237 99970
268 147 136481
368 473 582458
59 243 255779
64 453 96041
359 296 897166
91 42 534214
328 23 491846
283 323 317763
226 389 388890
475 366 301804
427 378 199691
350 93 96680
169 39 83483
185 277 168596
457 43 220747
15 457 421456
415 487 725226
31 85 787873
392 35 689930
311 7 851038
409 113 251136
260 124 518555
373 456 991516
78 264 575668
110 377 513444
66 230 323230
228 323 699802
303 491 347736
391 131 834328
221 455 735668
486 303 980992
45 465 913175
255 366 960927
486 133 500055
353 488 579799
134 400 951519
452 9 852541
92 374 339076
403 401 425279
450 2 227594
133 134 832857
150 70 928158
84 177 31660
31 102 242646
418 343 119487
283 72 430155
45 180 296266
279 129 749748
444 173 98321
456 181 152969
281 75 511015
442 220 935527
215 486 103758
466 26 764637
131 496 494589
5 75 366006
87 372 852265
457 319 724339
296 387 317677
6 214 828854
49 94 135969
235 207 924343
496 437 140931
334 90 459419
200 373 473007
72 239 371476
239 230 166912
210 283 360006
201 337 306475
92 473 263717
295 421 698670
2 287 651394
129 57 995135
493 419 649997
307 479 805525
470 99 694122
287 447 599299
252 89 179639
361 332 664338
364 334 448111
228 45 120598
13 406 706575
84 233 5348
143 175 190884
497 32 156367
308 97 959429
414 479 45418
203 138 482559
383 229 537503
207 56 376792
18 42 772686
111 108 953507
287 483 514947
235 356 29610
497 38 806389
390 226 948507
379 285 432861
160 430 516538
360 82 532581
417 335 597619
110 108 559061
110 44 915365
401 287 406979
333 232 584868
414 44 711309
320 143 61424
440 192 471709
24 419 578654
40 234 314835
1 337 47428
139 482 706384
312 348 503668
349 428 17170
344 135 602402
262 121 665368
25 164 787153
31 480 741809
269 91 681944
401 7 652208
423 179 874188
194 206 20681
155 284 318747
261 268 367283
326 311 602857
453 352 430676
451 478 744101
466 471 179125
395 415 992377
385 159 736060
401 274 265840
267 139 682156
18 167 765472
7 419 260280
109 291 579767
260 302 710156
319 0 358351
44 236 587035
357 40 552301
364 275 16036
225 14 454192
331 383 273581
175 186 29918
287 293 982586
42 252 248812
379 381 20729
481 390 194125
327 212 838955
84 168 46323
437 106 376320
142 388 539074
294 440 545913
9 300 97790
370 81 876714
71 6 566036
441 83 163460
189 286 773168
398 72 268808
257 29 219281
45 224 536365
245 447 324865
180 489 247532
47 50 319778
47 348 808726
240 477 949984
483 233 393455
124 407 567182
37 150 778716
74 191 168080
55 119 785111
346 215 142012
251 101 127132
398 263 409863
203 320 743633
489 349 913191
86 127 876789
383 478 733821
170 468 474792
286 369 367513
260 399 233245
380 14 485409
11 207 735035
477 82 36496
19 470 146225
161 254 997856
449 277 881074
445 243 714061
376 76 113430
345 217 661725
435 306 919316
210 234 291225
148 337 567993
279 44 874459
256 35 28771
167 450 83818
195 115 87181
303 85 926715
15 87 803574
54 223 870767
456 191 923852
454 157 963851
140 389 430557
112 134 190164
191 232 662620
107 284 394848
427 492 502516
355 16 115359
321 64 713890
48 210 980377
390 335 557379
207 326 52241
90 428 168094
91 273 580033
265 276 633247
339 403 241827
469 217 273905
320 26 833038
341 394 451067
379 76 910855
85 381 414549
345 177 59528
393 391 519018
432 51 980123
315 5 54819
123 33 293386
325 360 64539
347 223 840229
219 284 635526
251 188 441684
173 360 611501
91 204 40730
379 263 381142
135 324 921021
68 430 535285
94 378 860127
110 437 144556
320 339 882224
231 232 93675
399 198 311021
290 227 375428
183 70 345023
226 49 132138
248 202 239784
256 120 717451
228 173 572606
469 305 889724
377 77 385303
364 152 977176
233 250 159796
251 289 659739
93 370 378040
391 348 800399
199 440 473972
211 380 143934
156 325 46351
476 64 587933
152 356 871691
365 444 53234
177 484 489997
330 4 688327
200 19 37801
270 430 975938
447 216 400533
362 151 976861
382 265 189335
326 23 635598
128 477 628857
365 4 480550
277 386 696577
228 222 583419
53 222 350194
394 139 352003
358 253 542028
368 459 598560
194 310 74724
316 439 335096
489 100 824257
254 182 77327
96 70 883023
313 259 675814
403 165 584667
436 351 15077
456 295 443144
382 474 522646
298 211 78764
331 176 929166
314 413 955329
125 241 158079
474 311 899980
70 80 698917
373 145 692417
351 3 591413
345 139 117814
492 275 568894
249 298 231797
214 289 220925
207 272 854955
231 326 805960
463 247 24943
453 113 188974
102 349 139307
172 127 429141
2 213 756389
214 331 57840
394 55 139976
113 411 153677
60 464 590683
336 222 869535
171 420 86419
6 51 772065
188 38 994618
370 419 929620
362 3 587871
301 305 69688
203 285 280143
339 157 395477
86 107 146999
78 169 534929
289 1 71089
359 159 786406
179 328 199052
144 250 674774
169 209 473712
123 313 928353
143 282 14966
345 492 578760
42 106 653423
397 72 286649
490 498 552539
453 276 725343
350 441 824505
127 118 871497
34 231 591015
155 15 256652
65 252 869483
136 5 269806
62 385 585110
340 419 369708
248 104 232688
394 374 52132
263 429 114021
208 86 233980
402 61 499873
61 393 941680
199 179 858358
82 89 952760
483 302 105549
412 272 86550
158 157 66399
279 27 753151
104 39 538670
387 294 937456
343 272 721572
167 75 961330
118 102 220262
354 50 556837
474 161 561265
448 270 136367
87 109 341950
72 497 477704
61 300 91201
494 238 530507
210 447 733938
140 214 555505
30 256 482769
314 17 195948
219 57 57175
431 485 417580
125 488 668805
485 407 308247
210 364 19450
481 384 698021
189 333 456465
152 426 298202
333 440 898221
273 200 658195
317 127 969421
232 490 323708
478 33 911236
390 83 787752
130 371 316011
3 65 128444
322 386 59187
14 74 232106
334 299 229511
350 450 428869
408 44 152395
163 451 472005
137 330 235717
257 159 347715
371 351 774648
154 466 162847
385 422 17186
386 491 95011
79 429 896107
134 456 811611
153 379 416266
10 2 248089
492 72 48696
221 154 707860
205 482 258314
22 215 9802
201 452 722258
49 409 851090
328 255 369255
38 268 908525
253 207 599450
2 147 341668
386 36 375812
465 171 545723
420 297 289164
461 223 459815
477 422 699586
476 199 608104
99 350 645419
457 135 111098
163 200 136293
335 298 814413
274 19 775776
338 497 604822
224 445 186348
251 213 293093
18 53 799619
379 157 568938
315 151 110082
359 431 612340
409 242 630623
108 65 640054
477 139 380601
375 2 142916
119 176 723460
153 67 704526
160 451 541825
197 203 246406
127 83 998604
50 448 754985
293 210 409343
165 174 775549
40 175 31084
254 185 829853
283 39 286107
157 153 427706
230 279 357479
292 68 375952
393 254 354499
295 287 958837
484 403 602242
68 353 798794
162 140 22552
274 37 80620
7 388 153640
63 316 128273
210 157 122423
258 280 69747
88 267 494358
410 110 287943
56 254 481964
321 444 702166
290 320 332011
268 334 246656
81 368 281654
480 273 664858
172 195 185753
270 475 974975
88 466 234773
128 411 463257
273 43 360871
420 322 43956
257 104 619825
156 15 996232
174 61 753387
100 315 519387
363 7 357456
473 56 821148
352 359 681169
30 140 355921
130 484 89512
14 227 658683
420 37 836498
37 317 22417
145 308 955921
76 84 267365
327 435 378236
421 133 180817
448 140 533006
218 372 400890
476 267 858669
332 451 108000
386 173 717193
274 79 614944
488 40 355491
265 20 938359
361 388 474334
234 281 342975
445 119 355400
245 341 965978
147 7 49051
151 433 517206
366 134 944567
149 488 972311
13 484 215391
238 369 74714
484 223 573722
494 386 586941
92 100 890440
75 113 206819
437 142 217111
396 292 773769
159 403 958750
250 329 565308
165 106 240871
154 34 161172
115 76 162967
365 14 536205
265 35 526519
381 180 987290
244 40 195735
413 454 214782
442 479 912730
48 222 189730
163 169 933528
68 157 564941
60 406 498439
220 354 333150
453 423 924528
191 247 209352
215 15 190330
355 224 361929
83 100 404351
171 119 78924
118 492 910795
253 408 151832
181 416 279387
2 77 913718
353 273 158840
300 166 219014
433 402 265623
115 240 279618
257 473 965060
186 276 551470
179 237 147487
237 26 644039
427 123 996514
155 148 205362
69 196 614097
332 116 316234
256 22 103317
249 462 880777
394 465 263308
417 448 315591
391 376 979962
299 394 848819
343 342 15049
22 397 490129
367 322 494165
104 333 648021
90 408 264620
428 78 295831
418 228 207144
31 368 187814
34 197 318828
27 285 31226
47 88 164720
211 63 752109
153 327 60126
133 274 547341
403 264 798741
402 275 307355
209 499 687708
324 364 602264
172 81 691349
92 442 829219
359 235 827534
28 176 180391
125 56 231667
449 352 289157
252 436 409874
282 145 439107
40 446 847117
454 185 543594
344 495 746894
295 272 110090
387 446 808557
268 428 264549
30 0 521666
145 358 762921
401 174 312655
40 135 410239
38 127 802198
67 163 112788
157 130 913051
132 438 605810
426 323 258577
205 277 933377
393 398 534712
461 227 737765
16 149 272405
84 93 386067
251 63 327833
242 441 51033
197 288 420957
260 333 786734
447 58 390468
488 87 834943
439 401 8431
336 164 78245
124 148 854152
436 4 233956
8 72 775712
373 455 229501
377 45 296966
159 135 210790
287 35 940632
142 413 541475
183 320 655862
6 466 274247
299 111 579262
152 71 271923
377 271 148903
461 34 892488
493 285 429029
62 365 141269
193 308 482366
400 342 481362
61 457 39463
76 251 19153
429 483 335217
431 22 718447
129 185 164465
323 187 636849
3 473 641721
323 358 529819
35 90 331994
364 194 554458
144 312 761839
404 99 705102
276 76 338778
365 344 781455
339 412 682225
447 159 766335
264 294 283536
490 72 340997
151 187 22177
411 49 507601
438 480 94503
162 281 721734
