500 124750
20 91 407687
437 222 454355
397 116 711903
362 9 138631
135 468 171177
230 328 33032
76 414 656679
96 177 265906
236 425 563563
467 208 381861
461 360 408258
131 132 374158
436 206 209585
369 190 686727
269 32 495215
317 397 713616
158 30 219580
492 196 199829
231 153 526969
448 400 401143
140 96 539642
197 391 226189
218 426 244416
332 443 208404
87 152 326623
258 284 169955
165 85 594738
425 12 467592
145 119 498952
11 69 521917
244 144 375755
304 139 397991
320 132 361379
29 356 598898
425 138 251701
206 410 625170
196 187 521774
11 462 340940
69 171 317265
342 347 710245
448 35 302869
92 279 428974
25 220 375133
187 390 173261
123 25 330372
245 143 251609
172 267 579849
211 456 111019
183 278 325758
275 336 296107
494 229 645198
242 475 173502
433 355 509502
91 182 487439
279 141 348575
34 338 133053
407 349 191560
232 196 483125
99 113 442952
291 129 197549
320 482 344714
190 88 777468
338 341 525062
299 200 686393
382 376 577524
322 295 283094
307 387 145784
238 477 502018
158 149 484251
242 327 238944
215 336 593592
481 392 381560
55 140 578567
231 281 546641
277 260 377035
80 30 433776
169 84 406199
239 314 307288
241 100 314061
345 435 261710
356 289 378525
354 144 369766
241 452 212660
265 81 276049
333 117 225706
111 86 530910
201 233 531764
212 152 302529
254 239 472316
153 160 226348
86 268 234918
71 67 449345
498 264 88368
111 240 702325
254 48 369757
435 442 723504
225 408 270384
480 325 135674
396 284 628182
17 33 621892
352 79 614487
200 100 406805
287 396 392401
41 358 663017
292 351 736506
124 136 566606
114 352 629082
499 91 569305
407 11 364904
200 338 477311
282 413 400364
108 206 593719
428 335 666419
160 319 177114
436 485 402105
373 3 193959
431 477 665401
471 130 174223
206 66 572598
209 172 393678
477 305 476216
401 9 461143
275 85 148691
265 299 539272
440 86 107438
139 41 199635
13 59 219313
148 198 266466
120 413 138813
32 322 231970
307 145 453312
359 156 704559
238 439 605425
382 476 714581
215 418 513587
353 196 481132
98 378 501297
18 19 354815
262 488 300401
75 255 427717
423 488 564346
167 284 646064
144 100 260976
204 360 259017
438 488 499715
385 12 433830
254 137 306856
248 490 571143
379 178 404647
130 209 521642
421 270 389641
325 274 407104
311 353 444065
41 158 408542
9 11 281815
165 83 308585
473 186 590364
299 224 599298
298 470 363305
146 422 324460
34 433 231903
480 142 324982
216 23 139547
152 475 238657
476 269 588117
80 339 482937
243 329 271174
282 227 334876
265 278 144799
445 187 444407
102 207 238619
266 414 781990
224 205 386752
465 428 358527
459 239 508859
198 472 504388
443 395 336468
454 247 481634
468 134 362199
340 239 337223
