500 124750
69 2 176813
342 202 341146
243 316 341597
447 330 309751
67 438 255306
153 71 347111
460 431 415635
384 84 318379
309 162 533592
495 408 122486
465 385 328554
68 87 244852
307 123 261672
250 257 343542
0 321 339118
39 67 205003
203 183 393183
51 369 375752
444 251 243327
194 61 202474
288 394 382035
42 376 470393
472 469 413420
308 310 284717
184 312 264368
485 58 241614
214 413 462551
44 333 181895
275 347 337774
337 361 270830
454 109 454006
62 369 344733
311 106 374090
446 122 223915
166 437 203709
290 293 119811
302 408 241213
227 12 363469
423 480 161805
346 257 635863
358 316 326574
424 29 389852
205 327 374497
286 136 246021
250 395 249732
45 87 187718
228 357 358181
9 145 258482
80 411 360213
325 371 291711
158 304 334056
406 112 324141
280 133 246635
330 331 282535
257 419 344127
103 76 230983
66 440 264872
143 27 325230
187 402 357739
47 332 375377
161 326 379232
293 106 296541
9 412 445864
209 261 299936
38 371 245846
202 133 357343
356 92 359213
407 91 273015
91 19 372270
172 18 271225
325 227 304658
108 453 223333
156 423 225779
217 228 408616
399 288 266435
16 58 325243
289 5 170715
383 283 186820
312 301 275690
17 404 334103
223 137 502755
348 147 451768
381 438 264062
436 79 309337
234 217 351135
59 251 280728
363 288 309216
47 171 402661
61 243 268465
197 464 409025
333 229 321304
466 156 144938
419 465 353552
361 272 213269
234 395 372846
174 285 386052
216 432 275928
139 391 292654
392 395 320349
142 64 260771
170 38 184100
97 314 446952
347 243 316579
305 143 356248
334 185 286496
265 75 485444
66 7 324278
281 56 410045
20 233 304686
57 20 506326
392 193 207475
173 157 399985
28 135 359702
203 489 286877
173 396 199075
407 411 436703
225 369 318264
433 90 363709
356 245 400816
226 367 268622
136 25 348071
103 179 244635
274 103 369872
349 147 213557
332 234 186482
248 23 419808
56 18 246113
168 270 457212
227 170 282737
2 46 351286
488 15 501798
198 376 373590
191 175 285533
212 116 355245
0 331 188751
499 444 436142
414 370 510703
335 36 291409
474 66 182009
148 384 348886
22 79 317051
179 150 177419
375 124 377416
2 354 278277
53 334 327161
163 126 273518
225 78 337605
374 487 392581
323 207 354694
348 376 610825
250 346 459415
306 315 222651
83 162 458231
242 40 257964
371 302 303463
330 382 286610
114 18 334804
143 14 359786
16 256 471841
382 483 351150
183 489 282656
84 458 297466
338 417 169590
418 137 282059
272 20 417740
280 65 318985
333 107 351182
314 494 236289
349 458 467884
30 425 295375
115 323 249305
142 186 358346
30 488 360677
401 131 261711
47 414 267869
189 384 301201
229 111 558127
401 25 217328
229 156 297046
322 78 201108
122 268 307586
5 379 197343
201 316 460909
47 416 321254
65 60 367042
368 486 286808
424 479 458115
359 336 334622
287 473 293292
78 421 416460
349 142 266985
128 271 476505
357 447 154971
459 272 330064
39 469 283521
106 328 326186
62 396 341782
61 324 402411
144 434 422945
249 133 350758
316 57 335626
80 311 435931
120 165 274385
482 301 272418
28 449 247269
68 192 331563
267 63 336308
18 266 510386
496 363 339107
443 328 272294
0 49 292074
35 117 433510
418 9 317406
424 108 184672
100 110 377713
5 3 344103
407 107 266993
396 436 365359
253 420 258683
467 69 350972
368 459 276839
489 479 369845
399 445 410234
73 198 305991
342 244 297219
365 314 543492
353 497 277837
226 394 382031
495 272 437955
291 191 211941
175 498 271916
488 402 434414
427 220 238929
25 376 434973
81 474 266827
93 262 277037
392 384 339945
290 80 272793
90 41 287019
213 141 407284
195 327 338347
240 52 440822
29 332 317471
228 473 319515
378 261 386541
64 428 238246
232 350 320391
333 61 390773
202 483 215797
274 223 561757
446 452 273084
73 12 357236
348 264 531975
102 269 330467
7 258 245255
223 279 401135
80 105 183024
488 369 188891
92 445 233236
362 416 306891
202 318 194558
348 59 462784
310 36 349171
123 206 271272
93 299 312133
286 126 511306
76 228 256223
367 371 297233
480 266 188362
230 457 365770
389 138 531638
294 280 120151
231 430 301520
222 422 333203
420 349 382384
196 498 203569
309 189 418456
25 268 240453
116 378 306365
23 66 344037
339 221 461300
164 9 352999
494 364 334831
84 30 495225
191 381 252803
118 419 381895
327 351 340391
11 124 494671
151 300 425526
105 453 263919
50 482 247399
482 210 335757
91 8 448333
375 410 261891
68 366 295660
11 415 386573
456 187 383937
410 56 247326
206 306 332134
138 399 288179
346 407 405546
297 329 221353
415 250 238174
271 68 380659
283 239 311385
418 292 435610
27 329 392328
229 1 431349
85 205 266566
244 83 387658
170 290 228394
107 292 270618
447 382 286137
118 12 203214
116 450 269913
186 350 272403
26 308 378537
2 433 231684
393 138 170248
453 358 241315
389 36 390725
388 335 322034
242 250 269551
75 411 246839
64 358 340564
352 313 449454
65 276 329344
368 472 440754
111 393 524358
482 399 394033
222 413 494028
314 466 334805
173 276 344696
95 429 267611
394 241 457358
51 147 455866
169 239 464102
225 158 259187
250 232 301212
136 491 363262
461 464 381042
313 490 129925
414 57 448639
287 336 228779
41 434 556885
497 248 286845
188 347 260409
99 362 397675
152 156 333147
125 71 481507
422 85 298640
173 89 364511
245 175 247951
99 186 292323
209 119 175700
198 409 401063
242 72 493394
129 490 347051
150 214 285557
164 476 304997
292 88 350188
388 448 232613
125 98 309443
33 113 459266
384 113 361561
305 470 505448
118 403 307806
26 93 327461
301 42 243465
299 204 271157
178 395 318318
28 81 261383
172 438 233135
474 229 423056
230 257 227382
154 95 355322
76 199 607946
325 426 287901
393 284 345444
445 115 283979
240 297 394452
427 299 283535
339 267 299450
339 223 531362
131 310 270610
325 312 208812
464 329 223469
159 418 274333
420 230 205947
65 175 257590
188 121 403135
65 291 499178
45 345 275316
467 298 416149
178 21 149092
473 164 286989
48 216 377704
385 437 383347
216 438 324322
489 277 334569
172 298 272209
218 74 418378
76 251 399542
193 382 339492
189 136 434366
153 478 373523
268 17 285115
311 167 201686
273 182 227510
485 118 176663
53 180 288209
449 77 459778
145 177 270111
362 162 360773
326 258 353184
353 255 356156
250 264 455195
279 169 399619
404 109 288771
31 195 391586
249 445 279446
330 401 389332
385 114 212393
424 491 476516
48 80 333187
207 488 434013
96 243 452357
441 64 233570
374 119 361754
149 343 235143
229 443 319604
273 205 252613
156 240 268949
96 197 499489
18 468 309579
254 400 240439
226 315 451447
437 21 192912
34 459 240120
399 205 227112
205 144 295630
46 118 284596
283 457 450457
237 475 352185
205 150 278075
56 378 427509
9 323 344680
455 7 226352
252 286 296973
481 229 197575
53 157 399687
462 24 304904
476 82 298740
348 297 581639
457 55 306988
468 445 252581
466 395 327898
319 379 320169
162 299 431578
462 459 389008
347 439 199524
447 108 348680
41 286 234536
342 374 300344
286 239 507940
442 29 211574
134 37 524997
184 52 232014
456 258 418185
158 342 254522
155 312 421856
170 50 281596
222 330 502929
399 37 269605
258 324 366438
332 372 454323
11 450 443951
87 327 342010
33 30 332441
210 163 341524
232 341 293065
130 3 428528
25 231 321202
146 156 175039
305 421 177451
265 227 472100
348 3 474800
162 218 363621
157 256 277626
337 363 270597
144 96 243325
333 72 277711
164 196 242570
320 85 522835
199 261 548059
247 268 458774
60 455 253049
284 20 401028
2 144 196654
151 242 288926
264 322 348122
476 6 435506
147 457 408006
20 433 382645
68 237 207453
19 119 322909
293 115 319652
106 70 334801
327 370 402678
93 116 301411
73 140 164266
252 225 450275
376 462 383998
13 409 535418
459 98 271236
328 240 303837
74 377 326584
288 251 260717
447 112 195937
133 99 142969
190 224 408285
307 128 467928
406 432 293317
316 236 388862
349 136 381078
319 461 287964
338 431 355510
204 125 290266
75 313 372351
287 310 246767
418 160 431544
309 313 334339
418 403 334302
363 152 292700
311 382 236726
307 29 246064
250 434 326613
304 189 412230
239 380 300267
247 452 337047
277 291 547736
51 389 491257
484 314 395577
285 202 224299
471 412 360842
222 154 524703
217 165 294807
8 267 346701
446 187 253666
432 191 278793
58 470 476087
289 334 395743
189 118 434315
148 329 357146
34 245 337650
130 374 239165
39 354 318552
171 175 206158
476 347 310991
339 270 328711
3 118 330420
91 126 406376
467 485 273230
46 301 327409
165 95 338062
387 392 340739
439 314 343798
495 171 388802
484 32 240050
149 483 232786
15 248 541695
478 461 348600
3 253 362224
92 38 302178
107 208 346714
209 312 271528
216 410 398351
82 304 227761
120 493 388192
465 292 325299
160 54 417873
475 127 442417
244 235 384027
267 451 349131
321 411 256150
89 343 257034
254 315 273789
277 141 515766
486 158 411519
253 157 279561
411 356 197469
3 239 370642
494 199 144044
44 164 476536
222 371 281027
285 102 364713
303 489 368459
143 269 277944
334 180 260456
74 269 327584
209 414 340621
344 251 274312
263 22 429615
287 192 363086
196 279 304604
381 268 317127
157 45 354756
15 67 411567
479 219 281894
180 208 184691
286 44 261881
128 317 372977
397 243 195281
358 297 451158
227 359 319134
226 475 354310
166 111 270960
403 250 218668
338 408 231300
386 444 258847
490 332 295119
486 195 272968
433 341 308245
25 9 328668
115 456 355978
412 435 400744
436 317 271120
208 263 357643
474 77 394815
166 408 370375
483 38 462128
346 63 314041
129 435 295746
436 229 304554
333 235 371947
202 343 141944
115 67 355085
36 461 153885
422 293 316029
248 316 383581
472 207 264056
298 301 355039
123 151 471194
407 498 398819
40 340 195472
43 218 400116
336 143 368033
393 395 208483
93 226 499993
11 429 167474
306 271 244937
321 295 431983
434 35 319582
446 14 346030
291 282 258498
247 317 174761
302 391 389055
480 478 267713
257 61 241505
463 89 235167
86 91 338215
308 315 174310
132 280 284981
191 407 464052
493 324 478913
237 385 216421
3 14 291932
276 326 456298
425 411 276941
499 410 385200
118 60 321594
492 319 339592
415 311 313958
240 277 208911
52 220 212904
137 1 392438
225 2 336838
307 228 407260
496 278 428902
486 340 360843
477 87 226683
444 174 226893
