53336 120203
1 26685 8244
0 50176 7825
0 24370 25943
0 11463 26861
1 26309 14580
0 1838 29437
0 12118 51083
0 31633 1201
0 26346 5295
1 19027 31496
0 41783 5048
0 16685 5161
1 15907 28002
0 27672 28930
0 39563 36429
0 17876 726
0 42526 21682
1 8727 17974
0 22156 10890
1 50622 17953
0 26658 20267
0 35789 37495
1 22477 4584
1 23457 623
0 26416 27424
0 29492 51535
1 6174 7833
1 37756 28630
0 45405 36526
1 16875 44535
1 20435 36674
1 28441 38486
1 51157 30217
1 14315 2214
1 102 4160
1 2514 22837
0 37800 41543
0 44637 19109
1 49879 9137
0 15060 18029
1 19725 14285
1 17580 25274
0 17414 13099
0 18342 49654
1 8540 6343
0 18650 26447
1 20353 18426
1 4822 50644
0 40003 12601
1 28567 16716
1 6146 27359
0 30143 31072
0 137 16282
0 52176 5983
0 26375 34809
1 47686 32176
1 12741 44014
0 15615 9921
1 20772 15302
1 34434 48522
0 5877 24763
0 16532 50142
1 1016 18883
1 48522 27662
1 49126 3820
0 4121 24051
0 40949 35727
0 6128 40907
0 44676 35648
0 30842 12437
1 3290 33270
0 19022 40323
0 13819 37639
1 27128 2470
1 25989 8797
0 38251 12216
1 22882 21276
1 50879 14616
1 52447 44178
0 51701 40063
1 6210 34087
0 29647 19544
0 25803 49518
0 22066 23459
0 28303 13233
0 11398 11541
0 1341 20707
1 8575 6756
0 17559 27724
0 36727 13748
0 35345 51950
1 36521 49916
0 27030 48297
0 39307 34852
0 976 11601
1 17250 50201
1 37732 35577
0 50236 10808
1 24708 7793
1 45345 35877
0 30236 13298
0 38360 15367
1 42441 52897
0 49174 47537
0 21574 17883
0 22916 26612
0 8928 49660
1 45546 12145
0 24583 29185
1 41088 44488
0 148 36600
0 43353 34254
0 27310 51739
1 17698 12252
0 1611 48513
1 4389 16067
0 18551 24818
0 39036 51346
0 20520 11104
0 52803 20881
1 11238 48182
0 21361 18604
1 228 52867
0 35353 20060
1 6741 25903
0 4722 28313
1 16049 49606
1 23663 52844
1 38904 52714
0 47643 42023
1 16735 28347
1 21543 42216
1 10767 21045
1 14564 13284
0 10892 33273
1 47147 503
0 25515 28178
0 19355 20671
0 15671 36814
0 22739 11327
1 53220 34915
1 35958 9359
0 47177 19614
1 38977 22464
0 3476 30562
1 4357 39802
1 37678 22609
0 40441 10927
1 24308 33087
0 38902 43437
1 6322 41258
0 16855 14341
1 5278 14476
1 50046 13504
0 39608 22277
1 30035 41776
0 5717 24712
0 10146 50125
1 42023 7610
0 7512 41524
0 21500 44668
0 46374 12905
0 8353 2347
1 33110 5239
0 36175 24083
0 49642 34755
1 6710 46742
1 48643 27577
1 36525 22436
0 14703 17909
1 48643 4304
0 45656 14143
0 3356 15871
0 19403 41040
1 16330 4830
1 24408 50683
0 10213 45706
0 33939 46887
0 42158 51787
0 3450 24451
1 21238 48414
0 25886 47836
1 27942 35857
1 38722 39155
1 15387 13378
0 50125 7571
0 16862 51501
1 42173 41312
1 9542 33258
0 48680 44736
1 12258 49876
0 30169 14569
1 24237 3537
0 28219 42043
0 18242 19675
1 38020 29333
1 52334 28790
0 45175 19466
0 9081 9592
0 37354 13830
1 35866 5306
0 40326 6439
0 12975 24372
1 43823 23458
0 46953 4497
1 35667 2730
1 23221 20893
0 42468 32533
1 46809 43807
0 46184 35210
1 52485 35090
1 21487 35533
0 29652 33864
0 13160 18779
0 39404 2998
1 765 18236
1 9978 45947
0 37265 16979
0 25000 9584
1 45403 3039
1 26918 9406
1 16095 13195
0 22208 28547
0 30911 13416
1 22367 38897
0 52103 28038
0 1000 22250
0 29169 35023
0 50268 52391
0 40244 45719
0 9458 26806
0 39702 31644
1 11087 11985
0 47446 2221
0 2970 38909
0 26923 21294
0 2822 28905
0 11430 1387
1 15704 45249
1 10909 48823
1 32816 3695
0 6904 5812
0 25226 6548
0 29832 51370
0 39258 5145
1 52238 44240
1 7890 17503
0 42804 19005
1 40364 7535
1 25812 35544
1 22189 34838
0 33694 25237
0 28075 39775
1 1563 30980
0 3201 42571
0 50873 41163
1 10670 50777
0 42377 36057
0 28378 37445
1 36554 12360
1 17974 1692
1 42709 52946
0 833 13902
0 29749 20450
1 18490 40997
1 32662 30405
0 41711 14142
1 15350 18354
1 42208 44901
0 31189 43939
0 31087 28508
1 35266 32771
1 47956 38903
1 8267 48774
1 11827 26297
1 33174 41694
0 34845 25458
0 28782 44302
1 12082 44996
0 50083 43528
0 26819 24705
1 31381 50976
1 49513 22603
1 45126 291
1 31960 52660
1 32491 36977
0 21895 2852
1 13534 12529
0 50062 69
0 42673 28644
1 39830 41136
0 10229 22284
1 2395 10905
1 15957 5676
1 26860 26107
1 39414 48948
1 7260 48973
0 48096 23297
1 7303 5547
1 44841 19721
1 42376 43346
1 32483 55
1 13433 10499
1 14732 10522
1 38207 37127
0 28080 46043
1 344 30392
0 16439 46769
0 39425 35930
1 41284 39257
0 32022 4320
0 23518 27806
1 8990 1375
1 21577 42306
1 25743 24327
0 18997 45553
1 25053 27852
1 24689 4482
0 49742 34490
1 39502 2990
1 34315 15931
0 25684 37113
0 24508 50149
0 5601 31871
1 53246 39783
0 14850 9858
0 49036 9775
1 15632 46705
0 11749 39553
1 6538 26613
0 8886 24108
1 9004 27772
1 4749 25841
0 47916 340
0 53188 44331
0 45329 43911
0 23147 27203
1 43053 35231
1 7938 37891
1 10273 14066
0 7589 52011
1 9793 37419
0 18029 47713
0 26147 23299
0 8843 31469
0 256 45569
1 15747 21626
0 18071 18632
0 6216 50572
1 41751 40302
0 12471 34872
1 11958 18701
0 31928 2673
1 47224 23006
1 47252 24026
1 26936 2690
0 52904 36219
0 7061 28051
1 6473 27960
1 22130 28649
1 20591 2759
0 47360 28187
0 44569 51373
0 17121 23712
0 45146 29719
1 33949 48912
0 40834 43078
1 4159 31448
0 3214 9481
1 20266 45770
0 5665 11169
1 10824 39689
1 46896 46321
1 6133 18165
1 27727 19056
1 7476 20382
1 19905 44685
1 26052 10528
0 13478 12462
1 5384 28709
0 49570 10031
1 26799 30378
0 5009 3378
1 47592 46252
0 19932 13369
0 43101 17521
0 6530 33248
1 25237 28936
0 43088 24295
0 38899 39354
0 3533 6791
1 35222 47631
0 15236 5269
0 9174 48796
0 29769 31610
0 36331 7623
0 48144 40734
1 46139 8422
1 31089 18714
0 1439 16594
1 10329 46883
1 21677 14491
1 870 34547
1 41610 27784
1 44782 3099
1 27134 50910
0 33985 35812
0 23624 27672
0 21458 50028
1 3240 44435
0 12640 9146
1 15347 9685
1 31666 32906
0 51632 32918
0 1284 963
1 29422 12546
0 42084 39499
1 21574 5651
1 51064 25406
0 23213 12250
1 42993 31997
0 35651 13219
1 44587 26526
0 44687 23446
0 20971 33931
0 138 38253
0 7740 5494
1 28431 20210
0 29349 11695
1 15197 1450
0 25708 24043
1 39528 27016
0 43006 33336
1 19446 696
1 48676 50790
1 41721 44169
1 19915 53222
0 48693 16582
0 7039 52021
1 22617 18633
1 43317 32490
1 31231 40044
1 19220 30117
0 22093 10539
1 13408 3512
0 11431 35740
1 31841 50134
1 24927 44254
0 30152 13924
1 7568 38890
1 26573 46113
1 31177 26404
0 33418 43679
0 53250 23683
1 22477 27873
1 19143 51541
0 43301 34243
1 30523 19651
0 19700 31953
1 24206 16439
1 47445 4301
0 27877 12952
0 46799 48746
0 10051 8073
1 41100 29458
0 37113 8727
1 14426 14619
1 51360 24721
0 18569 41618
1 10616 43280
1 42701 9019
1 48266 7892
0 25632 38987
1 14976 27072
0 2577 11371
0 2347 10219
0 1244 43056
1 5200 8498
1 2573 4555
0 31499 28061
1 16835 5582
1 34430 9141
1 9672 35014
1 33132 11560
0 21125 1910
0 17921 32146
0 37868 6300
1 28946 13833
0 41781 12879
1 51922 10291
1 34967 34793
0 13267 40496
0 10511 1850
0 29496 620
1 40465 5402
0 6838 17794
1 34211 50338
1 7482 43829
1 12705 3399
0 20827 7877
0 8356 6573
1 52070 1338
0 38464 21008
