17707 77101
528756313 434883274 318065816
264440383 659789617 608119380
648104885 725454492 696703871
543030428 663661240 890791532
108201616 428505484 322953840
119811886 691103780 306647414
549862302 176916719 909058872
455464665 307270851 584469329
722629343 875317523 629938577
244419357 781214570 196670271
304620505 633084214 842804669
567530398 381873603 560028831
7218487 861789186 144376610
625456810 780877708 589558486
134166194 414950796 721407802
553010676 955308711 381588618
132249152 739990894 349655325
541586881 148171212 459480021
458194371 711527040 805750859
225659487 923622442 616919641
541627396 189845338 545052260
705924883 701326768 360797562
153907111 153703898 312119365
610379669 633051911 179752937
356035805 857066210 510023590
487449327 911192541 522937781
366865480 175671834 3720977
958798378 537811758 487222100
451715495 514312094 913636469
134561869 695564571 532291996
942581882 651125279 371623643
124409048 63074408 599149591
243222914 423151881 252728018
259733480 643176869 401033745
139381337 251320507 149124068
414594572 331487169 269144629
189437147 248342016 963352506
406539487 845833860 755591984
896411912 346209706 599986363
192576280 339470264 91311827
674221023 82572049 432342320
906953259 996236455 898717035
293935164 823871256 241618061
426188561 552250085 602446372
326439606 36819590 716162336
182538448 877980488 234609344
970639970 96912084 154071710
720041811 241584076 888321423
204059421 444486812 306061338
405953440 718697235 185635311
544659197 175477372 385632116
74114210 281221795 749035961
69575117 403681059 477587442
276294863 344958618 247221529
256653851 88799826 390143235
215677770 69615947 421663553
829251359 473970282 477181978
395005915 204518013 819349760
65949542 849289623 779931867
351133755 458419082 60835260
97550049 14347775 568484556
889658732 259645749 554047063
633917839 869082275 25145201
819042066 236424237 62605193
647411618 963213705 550125446
754369251 97791695 503316297
263982839 622206694 583095008
633551381 82619260 28565500
11547032 546769678 794174955
544258177 607157916 974478438
105432268 44562564 650759971
725160370 205744622 56560140
163959670 788812018 759517420
870450851 786197015 332668941
280884396 896616998 354325646
78199529 380937487 27828123
792547135 344979556 606529987
854248606 694655264 98844756
675361364 540932136 720653471
638568586 259188591 477025351
199659791 923181961 932329452
657848015 785316591 876288044
568202699 711859964 835360370
264697884 888333016 729753828
973849297 368415357 195626384
789440908 599511875 6405002
933416558 56060135 326810208
692565033 898701471 315946986
911332404 784951414 556831370
37285994 754591963 89276725
738593187 993973134 784935039
181217910 778665738 994337227
332058127 762456137 24400815
386891485 904050171 182407666
636003294 108423720 375403884
843008606 967930132 163815973
457948520 638332658 600592575
963917028 156722719 359729359
560390518 235226467 568069676
797782114 239098408 685400425
510134242 577467057 50978805
752028766 164889532 217280532
710088559 522973050 850448894
695807095 512732493 744621933
765043644 5572719 749446521
370336434 988285030 981229809
180999313 787390629 687572860
811799398 791821786 162447801
552007489 767002401 673284106
246463401 802742188 157822377
155385500 806266306 219727203
683743955 593913331 353321718
367144078 404043218 95990639
981617024 76965015 480476399
888827418 996998470 451741021
505811216 175718444 336525214
727121309 700275843 466233564
300170578 450550346 983917278
806337609 574319764 862578965
528527440 80741174 433952228
948356384 483602916 110481351
360912431 716293557 408395904
975980920 201310302 856922974
866803513 952671462 379464049
19340824 131379259 118844757
727214231 593398051 332310973
660656054 563298067 965893603
826781249 169725638 623612468
142394566 509185528 613787528
889856071 889200711 454786811
115186977 192402414 56222204
263923656 390546876 953655006
216442068 217298606 919899058
843904262 903158972 20051664
485987173 741840499 30052410
482019313 853044665 225880642
348694202 778235197 258285782
384092381 866266220 882003969
364669393 443811758 990976337
256754480 191813218 906988660
500055849 942895402 655120522
746453207 881011221 643999571
344763659 856823540 776963780
292684135 854968295 499252687
766554125 290065702 3996941
576853977 871885396 742091261
834056713 156134329 828218675
177743881 393648806 283659587
253754843 187850026 863335112
7836256 54524480 637801774
33448391 777909553 119086713
774437681 566315030 549859515
937142966 72805571 535999829
106597600 705738351 537686293
991633662 698553902 186304138
770200706 993970423 860312486
438703962 332779127 115921192
851511173 447963123 313740650
460526403 684368942 100922947
398047100 573149773 416271313
459698572 197822958 682461439
972237693 310667099 325551420
120649948 481833527 134347178
214392111 8142692 337442283
284108799 593105379 370738803
705438259 352988443 270146933
58754954 555701636 462029673
452459592 308797553 443252150
873227113 338522359 377179609
702718479 911859660 876435283
717014585 279290297 111602234
260788208 601004929 906480973
805247349 322621782 678137338
564670127 797337844 621334574
99678642 355399364 400446956
710870139 37116959 210364435
800081944 313741470 253001775
792937040 164309297 455246050
887096772 141317752 814946362
957356140 481685112 750342074
883786334 869032217 50127022
660073647 76052830 292917825
10574670 48693590 526945681
714900352 44232028 202084007
166197938 95995740 341945489
399061487 78143284 669578165
924924837 136431237 189986488
751880184 943934691 874965297
357525861 382249882 688272446
510008719 911794180 397712909
855849113 322380958 928083339
961481039 362386983 992059188
499432460 598315995 799730843
805105450 539543510 642981871
374565666 412114382 808810446
775163486 738962011 821298553
567831822 149471018 329079065
521221433 175469751 425710284
435891352 474348188 940665860
306488085 117257540 631443539
30515320 624824684 950287212
220526650 150080689 559167220
458600897 379655987 89467028
105922509 281689701 547580917
553349954 363463478 350131284
634609869 646336728 709278192
814749953 162810808 685184955
463222523 902127715 268301282
131047254 842900648 589121210
14832332 629898748 67277966
175309577 658555203 58123355
354151062 558792930 903896941
876514640 501212618 816465456
228127237 931074840 841137513
287120195 795895896 98268740
785104745 555610857 43082330
769864306 704357619 484656339
41403223 858756492 602689028
493083361 239342127 754317102
594272498 562926440 622267958
548145967 83150379 249394874
401767148 754862685 471122517
222925575 257098825 167725286
510581431 563067320 358072894
76774585 871200174 205432410
94407660 872259935 307561716
744265362 799945399 739415999
315925136 473326365 662932794
3826792 255007173 859919832
695629691 424439046 723459843
757796288 716355287 940797767
420975804 176738587 683565708
964135096 503007916 246969222
603970731 91326269 128335809
636545951 906169138 237116437
507430597 512501527 501500896
365970653 815551892 118295098
559555237 140358820 488892788
935591390 967161676 263465866
547365544 521766572 40228036
634044716 211921935 199098652
958157530 273501230 773263914
349059615 151384939 180494173
693133521 383924188 746293521
1130742 412483339 884733789
511944621 56794723 529905378
626671571 474523998 523498634
260253481 128828206 246629295
509065323 78061514 899450083
127160113 399243105 34823060
757581439 265610777 783720083
81741852 983957577 547027558
128461669 400855851 841963269
763522948 524609980 133063463
752000660 721315491 436160969
372798560 418357541 750932767
472002399 100787292 368396442
427657485 515971495 206273974
631373248 823903730 240236285
717183311 712740499 325855784
123161506 435949678 755687436
469802856 608964294 265367081
714937308 383022513 921343022
125761063 658765597 150219478
708222101 957042181 374499414
656830068 85581493 277882372
730059918 927797441 502521247
330780039 878737293 480260771
724336724 567479253 294997728
906201314 158428822 199662339
954855701 426005213 632497704
382550400 888216225 516605481
303479737 188114072 863896784
52703792 231739502 351945716
274277599 365861467 785704148
665905944 517633950 932595006
992962367 723393017 359186438
770561548 273035649 202871127
477390879 767972790 34365977
550386264 805731741 493679141
786266654 272831912 443745087
217035605 2449442 286650748
59468504 936140024 139310064
919981633 553417747 937472592
362256448 514707656 583510187
331953246 157262573 542057154
241844986 121364543 8955615
685640886 553472621 154689880
654393434 497122870 728248665
2348133 827652049 872841175
835498479 194119011 995991089
282779140 162377123 513212966
139801025 242294287 241344683
256724567 791479581 764123104
808450545 734213391 92167353
295491098 696086077 464540046
115285157 671417335 765370976
668988066 984432324 415821703
332380990 261912943 367831824
523454974 582729418 583057157
103794002 984764356 311862225
270998498 669033508 739516186
761574441 666159799 945173597
982323061 534921491 826283849
530039637 396845000 367781535
888044245 112401954 629876537
420436935 139184679 637157194
606049421 703785710 976149807
912533890 922537901 569280730
954422487 819817874 465308629
476233342 584463896 848290570
553683157 456101255 856202925
989781586 693396101 439027134
856124868 123194260 584805911
320208434 756008602 373924152
929798062 677015561 421018259
50368590 623572337 203940996
103057027 239198736 508049638
104342504 310853922 113252986
944635098 135164745 513269418
918552949 410981779 385895600
722031859 583110434 543667217
841421379 238361441 223700714
890286355 401834255 692531391
67493542 11842635 713645329
581971736 976546504 95049090
980640035 743284383 207837745
993167071 209005718 857385467
194979602 573390965 595010493
74073361 295475938 418002823
506585160 332911131 972518853
866206243 167976044 303138913
884720018 721224867 591394765
553671443 218631293 370788288
990547098 228560740 58650734
118176142 47201281 146594371
70553137 439715589 718726700
414262154 592933913 739758408
619795593 435019886 512935103
898747808 728501408 299352457
630371684 290141714 421869537
920169714 437738227 162405767
77599928 646451262 88752540
395793380 492544839 214849554
228943378 343654680 827983491
275912146 957359627 309540280
593371425 294340139 294402597
968501955 521608226 760744527
797074140 915885648 977601398
409242716 538733907 297066999
487859750 683929095 636425184
194012695 667620248 845663344
116804548 53190451 159241784
117849961 314481379 299687377
243293724 388065037 260221331
464442668 502695401 784194755
638463959 960584700 430109397
29960196 847099296 466371140
7255278 83629503 397721664
500988902 255576463 979826457
93001057 704852403 242382124
936827179 514670152 830716438
834970520 163631244 950668349
842668116 657897256 16452949
46520422 819290383 998602071
198926195 311209297 355659362
12032775 17912802 803747911
473675354 760840502 338698318
569342678 58754979 22308373
846921918 872013297 366373593
613003307 952388420 848991234
156105967 366478531 493100254
346496303 114555289 639691010
74625394 754440001 263711709
248991088 288370038 151566900
973978218 696903946 433095979
386213578 131623773 592869589
423122791 159898471 64813047
113659185 163792827 25015857
336523722 984007222 823671606
679280113 129669266 136987917
675164475 754349826 733537686
