193 239
337 10 131
598 230 473
468 492 73
815 648 977
198 813 364
483 853 510
223 250 687
649 624 516
690 602 934
553 461 343
890 578 990
727 989 110
949 551 287
925 244 9
906 97 187
794 713 682
989 920 727
296 828 803
604 667 133
723 160 745
651 335 645
826 640 689
715 26 234
94 720 325
342 814 232
371 885 295
990 318 563
647 136 261
238 464 666
276 569 236
657 344 656
448 597 556
272 503 141
192 772 794
653 252 510
715 112 703
339 911 818
338 820 529
637 488 657
624 214 871
661 358 638
812 163 479
685 354 305
387 27 282
893 707 829
665 343 23
680 325 437
889 461 638
52 877 575
380 657 928
923 407 297
497 484 557
936 302 251
902 436 540
754 568 259
484 198 865
401 757 165
159 697 226
973 289 421
507 570 934
561 665 527
964 73 182
939 645 858
821 595 632
793 879 58
550 459 288
552 656 887
174 116 434
121 899 2
960 956 201
319 232 603
624 86 332
482 445 735
879 562 723
772 829 269
356 515 242
580 417 240
688 713 422
275 307 387
880 81 33
51 24 617
193 342 231
126 677 576
483 366 316
61 217 206
843 727 992
775 699 408
857 942 808
787 851 807
622 52 643
141 776 402
360 878 623
906 601 655
700 175 681
936 290 938
690 134 821
421 713 647
717 57 99
705 292 991
317 426 349
70 107 338
715 301 197
415 230 303
373 192 285
147 243 633
157 294 953
924 903 7
33 3 979
888 912 795
181 308 696
96 954 327
798 816 695
519 290 787
514 209 620
801 501 893
412 329 423
860 314 583
465 626 426
831 918 708
13 641 515
999 892 330
145 60 461
120 223 26
363 255 19
908 218 718
788 424 411
948 246 260
682 555 735
471 346 222
248 324 74
283 34 933
399 483 871
436 628 266
701 920 815
842 998 63
782 984 996
392 370 927
736 587 670
853 150 66
32 55 489
971 708 917
590 877 600
607 392 902
706 399 75
925 765 452
676 108 605
357 401 637
4 162 158
632 394 343
168 742 31
297 320 910
276 713 927
350 576 812
374 298 718
790 626 675
422 462 408
629 185 292
56 127 500
802 234 267
688 865 413
382 960 394
237 342 641
577 382 54
347 476 680
469 648 446
942 249 214
67 709 598
619 261 265
872 527 805
594 912 724
819 437 363
830 461 173
671 624 192
345 319 552
71 372 429
609 337 731
108 988 148
8 928 168
959 256 325
868 478 72
979 392 251
244 561 208
712 401 298
301 515 207
76 531 566
901 635 306
458 632 807
192 958 733
782 499 597
500 428 120
701 658 959
272 804 221
786 418 541
0 65 885 878
1 87 134 158 845
1 11 411 563 751
1 311 396 488 514
0 174 873 757
0 223 612 948
0 694 699 592
1 280 385 873 913
1 207 69 855 176
0 574 978 955
0 939 43 243
1 306 310 795 712
0 578 747 674
1 389 56 773 885
1 819 324 988 667
1 84 243 882 566
1 17 104 456 243
1 60 471 324 555
0 865 661 527
1 386 704 742 781
0 594 826 917
1 549 497 830 970
1 322 395 354 896
1 239 198 550 607
0 660 825 75
1 187 301 619 406
0 406 893 336
1 721 846 963 993
0 100 955 760
1 11 106 22 287
1 146 463 353 862
1 256 208 386 577
1 494 293 552 495
0 172 297 412
0 862 521 343
0 168 861 303
1 554 687 558 723
1 535 674 608 809
0 431 585 286
0 266 708 165
0 76 718 54
1 684 141 850 396
