198 235
276 935 627
802 230 157
545 464 721
166 241 53
471 805 135
47 448 431
913 377 193
834 842 956
679 464 37
431 345 492
465 275 68
270 540 894
423 425 52
183 768 481
373 115 188
827 609 361
377 239 759
528 626 523
424 381 764
11 417 291
282 587 618
768 779 254
280 866 982
657 538 939
158 911 261
718 371 125
901 430 176
721 822 229
185 452 555
518 796 379
44 839 723
354 921 73
779 354 926
139 645 830
861 988 98
866 854 58
372 380 852
611 613 86
341 143 714
114 586 649
907 663 814
198 716 311
633 452 889
505 785 246
160 643 843
703 718 474
403 246 129
861 74 842
178 386 973
937 81 760
352 829 386
613 125 159
945 764 951
534 591 292
352 877 153
538 249 743
556 212 24
155 210 76
946 441 630
806 41 747
124 824 326
687 386 294
417 902 361
145 131 50
378 909 184
835 788 967
169 685 387
165 473 170
515 476 630
907 79 280
711 566 847
861 750 858
514 97 906
735 874 927
721 125 987
450 888 876
137 13 742
759 754 922
355 883 797
98 302 54
245 594 610
431 307 831
167 808 563
653 140 749
738 254 532
366 600 74
918 311 483
0 640 535
776 142 604
737 223 563
757 842 831
447 858 349
764 828 106
535 632 793
481 464 765
810 158 364
722 64 773
939 26 56
497 525 730
528 495 79
956 456 627
501 442 876
958 841 781
783 265 390
219 890 174
620 795 536
913 165 325
925 992 904
826 909 632
156 141 681
968 968 791
370 515 342
633 885 642
590 658 524
841 833 156
146 333 921
735 474 763
103 710 498
805 684 629
835 322 189
361 841 948
861 941 258
704 132 597
557 289 754
77 322 973
480 948 496
226 785 158
174 878 352
784 522 922
403 862 727
189 828 616
621 436 279
422 494 277
232 827 854
614 240 902
349 826 343
965 738 132
834 299 49
946 984 626
183 569 504
308 349 818
586 994 143
661 557 299
859 715 270
55 220 311
711 568 870
446 482 76
704 903 315
261 271 589
730 824 89
988 558 159
617 915 580
951 459 904
6 881 350
168 2 694
850 877 689
756 483 510
634 381 737
150 699 524
578 632 746
530 385 994
255 163 783
959 698 24
439 563 745
813 568 21
583 338 290
487 237 948
359 448 410
286 36 338
505 100 131
871 277 243
426 781 886
799 153 303
583 154 319
554 68 943
586 63 172
66 98 310
773 94 531
919 119 250
416 740 335
728 946 788
