532 813
638 210 439
514 979 172
562 833 699
29 147 829
743 212 530
383 519 233
59 394 225
430 548 145
205 191 202
677 284 957
503 461 946
796 57 102
601 906 465
778 693 163
315 789 610
100 380 789
132 965 588
616 257 80
578 907 980
411 975 665
653 693 84
468 232 460
19 269 708
542 137 924
381 204 970
841 648 71
103 376 759
994 360 426
164 705 654
617 220 359
520 980 756
594 945 911
465 173 37
760 859 841
181 441 660
441 647 54
100 774 591
922 926 554
677 850 464
505 90 16
894 811 575
212 896 840
243 274 631
892 796 571
223 222 908
202 604 63
706 46 875
447 105 760
337 918 864
933 792 309
354 442 198
226 211 984
311 923 916
122 261 298
382 394 854
490 58 260
253 723 709
705 268 453
611 250 969
355 955 467
43 644 498
883 588 590
710 902 682
360 234 475
23 774 41
641 0 910
51 588 145
531 551 397
736 999 395
533 820 609
37 21 524
65 830 967
717 360 926
63 408 394
463 399 380
320 303 645
637 95 155
847 980 739
795 454 715
308 171 53
663 453 485
399 262 348
488 264 876
371 100 499
185 468 981
181 12 570
254 102 179
343 466 480
150 721 434
307 646 907
242 635 632
704 713 604
539 777 288
486 681 691
420 15 866
881 863 336
924 613 947
57 578 374
829 61 22
685 336 436
510 698 517
271 284 678
679 86 556
710 964 32
636 646 260
179 929 580
483 470 123
717 809 577
958 798 997
593 766 346
479 739 380
661 935 225
210 902 798
942 930 78
355 806 874
152 218 677
360 619 655
796 897 281
275 335 116
190 327 270
676 613 7
105 696 496
792 800 722
409 716 699
804 352 228
632 857 796
575 615 917
101 647 484
455 290 436
392 457 283
708 493 316
822 665 149
660 866 824
767 135 309
24 821 586
199 167 421
69 553 912
508 926 582
471 700 966
497 291 132
155 443 728
329 158 697
455 951 678
842 570 228
464 927 802
780 313 461
616 491 883
818 395 971
348 901 707
933 583 704
257 205 348
405 70 889
230 759 787
390 334 141
896 821 869
450 143 646
793 277 408
269 519 879
348 656 455
378 900 41
845 348 144
709 881 166
100 335 298
342 660 340
318 261 957
846 504 799
971 279 564
479 478 259
609 216 3
194 234 704
21 921 543
552 447 493
868 796 142
55 990 391
605 617 221
665 533 236
721 679 614
310 685 863
146 18 602
135 482 991
761 424 544
777 333 596
927 100 916
667 976 374
287 506 995
993 172 989
34 696 351
715 476 800
546 445 332
983 226 255
772 395 318
868 413 883
802 22 116
445 507 349
693 778 569
375 642 103
512 149 864
918 926 541
491 986 924
124 910 384
850 457 512
949 200 102
756 986 229
904 837 265
139 471 865
693 677 212
664 641 54
528 904 593
54 362 461
72 212 956
543 681 8
813 66 298
925 206 966
926 934 440
500 832 598
612 717 608
406 428 512
537 702 555
35 898 113
259 589 623
620 492 448
704 498 830
353 54 571
660 265 954
707 974 491
374 143 379
228 575 791
524 891 649
589 805 225
118 745 849
751 13 198
487 48 73
620 921 138
972 555 125
448 273 24
465 836 609
7 417 173
119 756 256
119 520 746
447 665 971
871 152 430
393 470 996
875 70 903
81 916 262
160 35 766
362 388 574
756 603 146
550 256 165
872 541 475
673 490 971
377 569 986
209 596 662
599 97 682
159 837 161
718 857 508
100 748 706
164 949 102
382 229 656
898 339 296
43 162 198
308 847 818
164 362 343
329 623 964
43 565 933
183 893 486
745 201 581
195 850 854
411 855 420
43 688 504
314 340 511
114 121 85
875 9 307
396 761 742
640 114 833
490 756 775
559 728 801
982 790 577
134 697 761
360 118 246
661 724 22
454 902 64
602 719 695
911 688 52
340 684 803
676 107 151
754 88 837
531 802 868
512 76 214
680 714 609
706 843 607
646 852 845
48 723 97
759 445 583
642 352 194
552 329 103
285 648 671
854 223 95
494 100 848
827 478 106
933 463 430
310 95 229
610 456 436
128 511 770
598 192 186
268 243 868
165 157 791
938 979 387
391 583 1
712 804 495
902 458 841
641 667 606
850 317 91
49 449 982
181 547 871
816 779 63
337 629 680
871 433 430
487 438 751
938 161 702
221 340 673
152 206 706
473 881 831
957 306 681
492 454 24
657 522 141
864 146 967
794 208 16
794 639 493
623 313 293
707 348 512
843 146 868
821 797 39
900 659 193
392 534 26
120 702 848
713 858 29
14 363 470
161 82 676
998 861 35
587 681 291
269 734 476
521 658 134
538 552 689
317 365 397
123 443 872
537 565 966
838 726 226
632 787 231
672 50 136
136 803 652
651 319 361
237 666 268
60 539 825
690 822 786
559 607 87
979 556 715
265 998 412
39 699 13
788 704 125
218 699 827
98 745 195
707 613 805
969 770 508
360 632 240
371 527 979
114 193 40
376 660 184
568 740 497
817 119 362
710 372 873
328 908 800
662 258 103
174 917 419
678 821 512
675 567 507
322 195 856
371 628 25
787 910 483
865 247 460
770 501 219
444 997 319
144 133 940
565 843 449
825 95 807
153 213 405
38 3 392
878 557 152
488 297 904
409 204 454
134 686 11
348 891 807
805 555 353
626 614 235
763 518 835
587 602 165
208 485 892
994 490 403
963 242 328
354 676 422
652 378 741
769 435 20
490 847 544
516 831 755
131 532 57
741 919 794
92 237 189
756 787 279
554 680 157
362 419 816
267 57 922
817 192 698
387 300 703
565 430 740
533 972 935
