127669 148779
0 77100 11865
0 85144 68159
1 39485 76372
1 102044 56191
0 43704 26220
0 31116 75749
0 12078 92196
0 15262 100591
0 120537 38083
1 29407 18707
1 101149 25450
1 9177 38892
0 11709 119710
1 89247 14037
1 121858 66338
0 81804 79538
0 118586 17908
1 38026 89454
1 59852 72661
1 68224 51275
1 89130 94809
0 82163 53082
0 102163 91568
0 28583 87514
1 108437 105223
1 44253 117474
0 123631 111069
1 126024 35354
1 6698 23342
0 27476 41383
0 64629 81997
1 8604 43130
1 34523 21720
0 19479 84354
1 21202 79848
1 84497 51801
1 95204 13836
1 6081 53813
1 124875 91648
0 85215 26244
0 10504 48554
1 31512 124856
1 117727 66864
1 89255 87403
0 83736 52365
1 43749 39460
0 119430 116000
0 116377 60232
0 51810 49876
0 63315 18380
1 111389 21660
0 23456 7989
1 37359 55037
0 18292 52270
0 72355 90553
1 120343 110371
0 126159 108186
1 14875 64082
1 64330 16715
1 89887 13930
0 85979 45693
0 20326 74135
1 122939 60298
0 32481 60927
0 73068 123189
1 53647 74915
1 104210 101421
1 47010 96649
0 49891 11983
0 3831 7910
0 80405 43900
0 12696 68366
1 47233 32412
0 50380 118563
0 92654 68108
0 20722 86252
1 27159 8205
0 84518 38030
1 42255 40859
1 59843 52382
0 16468 78420
0 24354 19615
0 59247 54343
1 41865 14316
1 64239 71724
1 7932 116614
0 63516 58072
0 115409 53346
1 66960 125324
1 113546 52846
1 63310 47712
1 71839 63466
0 92278 52929
0 61546 10459
1 2467 54158
1 76406 98058
1 25035 52751
1 12669 21423
1 46587 86514
0 27176 13676
0 94484 107045
0 3727 12018
1 13540 91679
1 92195 57718
1 3628 77922
0 24937 2018
1 122869 68702
0 94228 71535
0 91652 53758
1 109901 1901
0 67695 107897
0 2150 24817
1 117517 41125
0 70502 15834
1 63297 100129
0 48041 57260
1 65180 15802
1 42434 50531
1 26099 82678
0 79314 45935
0 25751 97519
0 56323 64838
1 4368 81964
0 64925 89219
0 15698 55882
0 113737 93332
0 125205 45136
0 12711 103908
0 78308 118727
1 61564 116149
0 18808 114782
0 24377 40166
1 73240 4772
1 28872 93525
1 35107 43453
0 81683 24035
1 118470 102964
0 101880 108424
1 8263 98043
1 119790 123388
0 83388 106206
0 112302 35762
0 72892 11779
1 104051 36922
1 28089 43586
0 60733 73942
1 11372 20481
0 27089 1966
1 115504 54882
0 16169 94506
0 76309 19374
1 44299 5876
0 359 116711
1 45069 80530
0 64781 61459
1 125524 92669
1 27577 105779
1 39590 19779
1 23850 94920
0 5422 25031
1 73337 64305
0 12475 109238
1 46421 36064
1 28949 73982
0 50826 21634
1 86950 5978
1 53544 67461
1 107437 85354
1 46235 42030
1 112508 102989
1 29068 35310
0 105961 100607
1 26459 99644
0 12855 89391
0 62955 40361
1 4579 67187
1 11547 7541
0 87428 873
0 122993 97718
1 114693 94455
1 41487 122828
1 50745 106937
0 86000 124445
1 118093 72053
0 101882 33840
1 26868 53294
0 43330 44494
0 21996 66683
0 23583 124947
1 18456 86174
1 32815 82512
1 32994 1476
0 71738 6252
0 85946 98910
1 24282 117759
0 126127 31070
1 88910 65878
1 33664 60764
1 51036 109713
1 24372 20166
1 80805 7721
1 63160 103577
0 85219 59697
1 43930 94139
0 7567 57348
1 80025 74910
1 67919 103975
0 48140 103387
1 61226 51158
1 92962 24014
0 3678 109147
1 83259 27918
0 68280 48938
1 79161 95415
0 76952 42167
0 93188 41749
0 69715 106616
0 15212 63546
1 14068 111041
1 71475 123082
0 16333 15973
1 95042 822
0 90317 20696
0 6401 19384
1 14075 90211
0 106326 107688
0 21196 97788
0 66313 49475
1 125590 32994
1 36176 124362
1 17968 61957
0 48489 72515
0 95812 114537
1 90714 78450
