150763 148757
1 108322 69862
1 84513 111056
1 36311 103205
1 79919 62895
1 21697 115522
0 113104 10277
1 136657 52292
0 149020 7038
1 112823 35584
1 45429 96444
1 149089 58103
0 27250 15883
0 109949 69372
1 132387 141930
0 65522 128254
0 138198 141969
0 92075 10398
1 118131 54149
0 72880 85713
0 47333 15545
0 67115 99100
1 101420 14151
1 8089 134137
1 38667 119138
0 80517 68414
1 114652 94266
0 41571 98917
0 68949 133263
0 98418 90926
0 17100 132729
0 83833 21265
0 36000 59211
0 82623 116430
0 117139 98141
0 38730 105858
1 48209 45816
0 76162 114277
1 77751 109078
1 149796 40288
1 118937 92698
1 143079 68140
0 90188 120821
0 72121 75817
1 58492 24239
0 34209 8337
1 75826 79226
1 55060 10183
1 55981 123267
1 19929 2524
0 144267 56007
0 148317 75610
0 111713 127882
1 45930 134865
1 85868 66278
1 95991 57074
0 29027 74611
1 34094 1018
0 36085 133714
0 36271 97087
1 93933 64766
0 21578 122167
1 87040 103040
1 109710 36444
1 44874 46938
1 83772 44567
0 136673 150269
0 103788 25298
0 58424 72177
1 131802 71612
0 82421 97722
0 11198 104265
1 133903 108809
0 150702 45592
1 62629 2973
0 103032 133276
1 37832 81864
1 82805 102018
0 53906 100338
0 137033 9025
0 63634 68941
1 118495 37338
1 146930 32549
0 53877 115523
0 92349 135529
1 120512 10372
1 38177 36594
1 63810 123360
0 76002 15518
0 94062 56672
0 150508 138762
0 147159 62653
0 123316 34071
0 32238 44309
0 40763 31574
0 95472 52102
1 29015 52165
0 28804 117570
1 60465 64472
1 138809 93688
0 52018 143
1 63787 123739
1 38158 21815
1 54840 91582
0 100032 81211
1 144655 148280
1 94367 72595
1 86596 134603
0 65542 26481
0 40962 68278
0 111348 54755
0 74362 25981
1 84492 32376
0 25106 128994
1 38051 42008
1 37427 133865
1 60984 71701
1 148770 64749
0 54558 64548
0 27495 32170
1 123766 72479
1 119367 141466
1 131140 16303
0 27820 7266
0 122629 145502
1 94458 75168
0 116047 30642
0 60815 68654
1 115888 68326
0 56392 107964
0 125419 74947
1 25516 9639
0 41873 86876
1 69083 126255
1 51051 124874
0 44372 10907
0 141122 116283
1 108792 88932
1 86076 26863
1 75984 82947
1 95147 70158
0 93410 93235
0 98384 72832
0 43530 125126
1 97227 56171
1 142062 116408
0 1780 64244
1 44689 108269
1 109371 128946
0 4930 104196
0 98240 126493
1 34305 62772
1 44789 38580
0 138813 31834
0 17861 20091
0 90707 97590
1 9402 144456
0 61607 10473
0 131906 14336
0 48781 29378
1 99641 63820
0 87205 81342
0 150674 42845
0 27604 68074
0 62595 5329
1 86495 128263
0 113760 94071
1 49981 130491
1 83553 45922
0 74247 55589
1 33044 86825
1 115226 107844
0 89915 95492
1 69068 107267
1 125843 150500
0 148581 48737
0 123117 149740
1 62059 134620
0 95556 41427
1 81837 8938
1 7549 131406
1 31066 6791
1 22974 20921
1 67462 52807
0 59138 32496
1 115100 137270
0 70506 38600
1 99236 82388
0 9981 70156
0 4250 29249
0 53365 105332
1 16168 17103
0 109438 116964
0 149707 149974
0 28492 87781
0 93103 137674
0 53185 76697
1 117243 58218
1 134143 73744
1 142638 32677
1 127173 90755
1 65889 138555
0 105121 102076
0 39496 89754
0 15340 105820
1 102188 35865
0 28331 16919
1 124903 149440
0 35838 24093
0 147988 4871
0 122221 53626
0 70800 139430
0 62596 77876
1 32774 110095
1 142109 41896
0 87791 41190
1 70223 14849
0 111650 100417
1 122838 27917
0 44882 114101
0 63467 133430
0 57535 32508
0 51223 143541
1 1709 44387
0 50821 55443
1 109598 53587
0 80419 32293
0 102128 134853
1 48415 67547
0 96737 4741
0 135579 15918
0 56658 107665
1 17269 119596
1 58657 79790
0 40414 49830
0 3087 82642
1 23359 79402
1 112068 105237
1 6505 70701
0 94432 123701
1 34497 110900
0 69148 28394
1 39613 74076
1 88763 96050
0 62040 100093
1 48314 92758
1 97547 69244
0 103948 146162
1 14911 147977
1 83142 18571
1 17407 5887
1 8714 148986
1 102650 97616
0 106058 62889
0 20140 129499
1 102076 23647
1 141941 129642
1 56117 44768
0 45638 57154
0 116489 114562
0 21727 118844
1 66984 36953
0 140616 52019
1 98604 86332
1 31319 71235
1 124145 3846
0 123927 51154
0 9041 40108
0 33492 48672
1 142701 75172
1 31845 16286
0 91465 34973
1 59218 137973
0 84232 83529
1 117358 121334
1 95071 62829
0 575 68232
1 50709 82442
0 32916 116893
1 120344 122569
0 65878 79095
1 36717 72774
1 142207 40870
1 131147 35154
1 47786 108579
1 61650 111012
0 82086 37883
1 96728 41901
1 22765 17198
1 1725 58438
1 921 18000
1 4795 105723
0 70077 58212
1 56179 4647
1 123419 133170
0 26496 15191
0 111058 20593
1 144986 106521
1 133537 9009
0 19191 78459
1 59006 113795
1 34409 127129
1 120887 33879
0 145637 124937
0 134824 148286
1 135505 141793
0 26146 88690
0 69651 126753
1 84031 76300
0 6463 81687
0 111053 55354
1 51898 123109
0 130692 52795
1 4164 29870
0 3427 134374
1 97430 36469
1 9243 34213
0 145872 150629
1 120957 70311
1 95837 40497
0 111430 5963
0 9855 50824
0 31088 18176
1 61678 40595
1 69880 28131
0 97343 23952
1 28074 136389
0 115939 95144
1 17238 124448
0 14739 45247
1 136988 9295
1 76445 140872
1 47264 142146
1 47784 31809
1 74922 128667
1 28360 114556
0 45028 39989
1 63076 100987
1 42862 114082
1 44175 87927
0 143833 71809
0 40869 145320
1 19265 90313
0 80484 48463
0 144290 149356
1 104416 134117
1 10081 77321
1 47500 13213
0 69995 20850
