14868 99117
0 11474 5559
0 2003 172
0 9025 9915
1 2195 13031
0 9746 3455
0 3591 14569
1 8586 4321
0 9361 12479
0 13989 3356
1 6647 11725
0 12060 14330
1 10342 6745
0 4561 11018
1 163 5909
0 12388 5500
1 12420 5061
0 4712 11521
0 12866 13268
1 12239 4749
1 14420 1492
0 1484 3091
1 5662 1161
0 381 11468
0 3913 6792
1 10999 3042
0 14762 164
1 6798 617
0 7527 520
0 5714 7089
1 465 10413
1 11000 859
1 7349 6585
0 9657 3719
0 3172 5894
1 3994 3626
1 13776 7673
0 3088 11134
1 5695 7380
0 4936 14579
0 892 571
1 14558 1932
0 5724 6207
0 12735 13417
0 8086 5984
1 13080 5429
0 12730 5318
0 7379 2359
1 2964 9338
1 1322 1406
0 4950 5102
0 5178 12548
1 3795 12997
1 2316 6597
1 250 5065
1 5051 11731
1 10884 13810
1 4806 6022
0 10600 14570
1 7191 3846
1 2048 7054
1 10828 5265
1 3623 3469
0 6539 8725
0 5729 14373
1 9740 7233
0 5837 3432
0 14399 11672
0 8655 5519
0 13632 7471
1 13949 10335
1 13135 14292
1 5915 454
1 13620 2219
1 3735 14789
1 5519 3334
0 2536 10504
0 8563 6126
0 2547 8377
0 8373 12300
0 8294 13491
1 2514 14816
0 9937 8626
1 12171 3314
1 5824 4809
0 9755 4873
0 3558 9897
1 5540 11279
0 6001 8031
0 10140 8805
1 7225 4674
0 3901 3133
0 10925 13648
0 3582 11962
1 14607 9500
0 8871 11350
0 8902 4036
0 2684 7814
0 5299 1953
0 4579 6614
1 8189 9933
1 11198 6117
1 9982 5466
1 9596 6369
0 4998 1822
0 6050 3150
1 6950 9368
0 12965 10600
1 5775 11036
1 5401 8467
1 4212 4286
1 3342 9892
1 11271 6249
0 496 792
0 722 6553
0 5819 6948
0 1252 7800
1 8988 4671
1 14229 3173
1 13796 9671
0 7604 6536
1 10523 14020
0 2541 3388
0 4761 2708
0 824 2815
1 2357 6168
1 3658 4295
1 6565 2117
1 3984 14844
0 6844 11555
0 11419 1467
0 9545 11422
1 6599 6071
0 2890 9786
0 10704 11167
0 14092 3533
0 2539 3955
0 12683 14283
0 12165 12871
0 5377 9564
1 5190 7033
0 14099 9606
0 1165 896
1 12133 11714
1 4742 3865
1 4504 4615
1 3420 14791
0 13291 13188
1 5965 3420
0 709 9206
1 11244 5286
0 11562 13654
0 1364 9534
1 6990 13816
1 4043 10804
1 6622 14595
1 6360 4099
0 9450 8896
1 5017 7711
0 14783 493
0 1820 3214
1 11230 10631
1 3689 3293
1 8428 6865
1 11878 1334
1 863 2194
0 12890 11399
0 7135 6905
0 13856 2825
1 9812 927
0 10132 14288
0 4383 13818
1 5292 12322
0 7519 13003
0 11040 3618
1 2380 12247
0 255 9988
1 13156 4509
1 802 10262
0 9661 14843
1 11957 5898
1 14711 13954
1 5632 6293
0 11158 11805
1 5082 7158
0 6268 6030
0 13769 6656
1 6344 4198
0 986 229
0 837 6409
1 10711 12129
1 11941 5332
0 11905 4150
0 12168 593
0 2410 1485
0 10452 9148
1 5801 8
1 1090 10538
1 8094 6054
0 2548 6976
0 6756 4704
0 2476 5657
0 10795 1059
0 3331 10829
1 9836 14828
0 4800 4594
0 14689 1078
1 12948 14601
0 8899 10731
0 4239 379
0 3647 8983
0 14203 11913
1 3877 10465
0 3817 1873
1 10253 14534
1 1072 2121
0 3993 12426
0 2603 13760
1 9240 10705
0 11873 10247
1 14509 119
0 5376 9335
0 12010 6591
1 4043 11111
0 10670 2441
0 14308 10091
0 10119 4177
0 4358 3232
1 12030 2410
0 5694 13044
1 12434 2598
0 12453 10781
1 12272 11937
0 1995 11641
1 8188 3034
1 1620 6806
1 12385 6826
1 3909 10958
1 12796 6244
0 9922 1188
1 6246 9598
1 7824 4994
1 11560 12331
0 9414 1332
1 818 10404
0 13655 9545
1 964 11307
1 10149 2231
1 5606 4841
1 9797 14531
0 14166 411
1 1444 43
0 2025 5624
0 340 9727
0 11385 8277
1 1033 6540
1 10982 114
1 1514 13044
1 4655 1752
1 14294 13078
1 10374 2034
1 12025 5480
0 9462 9877
0 1046 12166
0 14031 6839
1 3124 8532
0 7971 9892
1 7147 13463
0 7256 12101
1 10018 1892
0 14412 10454
0 9825 8898
1 13919 8838
0 6989 9264
1 1121 12023
1 11847 8834
0 6338 552
1 3175 11549
0 10911 5974
1 3167 1518
0 11067 4574
0 5114 14245
1 11694 12598
1 9445 11874
0 7149 7604
0 2559 14082
0 13504 4282
0 7012 165
1 1010 7082
1 1411 391
1 10241 5832
0 10735 1926
0 8009 1665
1 12114 7485
1 9265 14294
1 9763 11111
0 5183 5457
1 3752 5991
1 6574 2535
0 13039 11178
1 2750 1245
0 6817 5272
0 10946 3545
1 12095 3753
0 14790 11288
0 2705 4618
1 12128 146
1 3866 5100
0 14352 8986
1 11757 6767
1 12581 9923
0 6656 13131
0 2916 1821
1 10899 4289
0 12822 14456
0 3920 5833
0 10269 1038
1 5590 8353
0 12964 11238
1 13347 6731
1 1315 4365
0 14812 4617
1 3206 9198
0 13864 9905
1 2413 8589
1 12731 1561
1 13254 12102
0 7800 13075
1 13984 10290
0 8328 10019
0 5771 5439
1 9453 7834
0 10300 8731
1 7858 2870
0 5679 13399
1 2604 4811
1 11238 412
1 3771 6932
0 10365 13530
1 4923 8290
1 14531 7875
1 6949 12233
0 12796 2408
0 11504 6515
1 8147 3265
0 10616 3732
0 12856 6884
1 2167 4806
0 9065 2376
0 5920 5223
0 7061 6822
1 8704 2723
1 11586 3267
0 13683 5748
1 2958 5603
1 4074 12748
0 14837 1243
0 10213 12607
0 3205 6060
1 12107 14785
1 12383 807
1 11477 14741
0 4099 7560
0 2605 10392
0 12168 3481
0 12742 2182
0 8203 9564
1 3879 6949
1 2401 614
1 7931 3590
1 6731 8794
1 4304 12773
0 10210 2538
1 1987 8434
0 11618 12964
0 13964 12666
1 11009 12723
0 13802 13135
0 2564 14143
1 14467 13844
1 9957 9111
0 1116 13549
1 14099 1303
0 8872 13469
0 11626 4515
0 12555 14393
0 1841 6336
0 13699 300
1 8757 8932
1 10188 5031
1 11777 5551
1 1390 1446
0 967 4588
0 12026 12716
0 1058 12351
0 3341 355
0 5052 5271
0 4165 1395
1 5700 7400
0 12081 9892
0 1077 6935
1 6319 203
0 14198 9444
1 8469 1664
0 283 6622
1 6655 8068
0 3464 12187
0 14603 8357
1 3333 12427
0 3818 1372
0 7837 14771
0 3962 4778
1 1076 7643
1 4847 8677
1 9831 3285
0 3686 13176
1 9712 5988
0 9596 2482
0 13449 427
1 14859 2307
1 11680 9037
0 6682 9443
1 2855 4463
0 6693 412
1 8584 3731
0 6565 6266
1 7916 630
0 8281 7321
0 4972 13116
0 7272 6812
1 4819 257
1 8086 11022
1 3246 4826
1 14223 1823
0 7143 6503
0 10445 9633
1 14258 13148
0 1602 8817
0 10817 12267
1 1392 3054
0 7387 6888
1 7222 11806
0 183 11401
0 8488 10324
1 4592 4787
1 2941 13436
1 10153 1086
0 640 8583
1 4021 708
0 14653 8122
0 13870 1886
1 12431 11528
0 12151 3140
1 4961 2899
1 1949 2427
1 9209 7970
1 6752 7252
0 11609 3613
1 6354 685
1 9576 12604
0 1303 27
1 9144 7128
0 13173 1781
0 8294 3486
1 4784 3079
1 13695 12767
0 6775 1055
1 10939 12357
1 11512 1530
1 1429 12068
1 8155 11396
1 4643 8695
1 6183 12703
0 4728 11116
1 11070 3705
0 6128 9872
1 10083 2238
0 6235 14569
1 11134 2223
1 4652 7833
1 14854 112
1 2434 2398
0 5360 9788
1 76 5492
1 12739 8531
1 11329 5080
1 10708 7681
1 14707 12776
0 6383 9027
0 10952 3521
1 6497 7830
1 8476 1518
0 12319 9145
1 7914 12340
0 9172 3866
1 11542 6435
0 8054 4744
0 13 1326
1 9381 8964
0 8815 630
0 1832 2402
0 4405 5711
0 9468 2932
1 1319 8918
1 10995 7029
1 4776 12398
0 9571 9427
0 4863 1043
1 10088 1660
0 717 13890
1 9408 12818
1 5891 859
1 13489 5859
0 711 3206
0 1186 14408
1 12238 9906
0 2705 5019
0 6182 4936
1 597 1307
1 6914 3590
0 9525 8301
0 11103 118
0 9859 14542
1 8198 13501
1 4122 2442
1 11049 8953
1 2543 5299
0 9067 9135
1 431 9095
1 8476 13863
0 9349 4852
1 12863 7536
1 8293 11652
0 8101 11267
0 5285 11107
1 13472 4168
1 12071 3419
1 12373 8156
1 9123 10217
0 13408 9256
0 1105 6568
1 12790 2766
0 2154 11327
0 8020 12663
0 11508 201
1 3164 3958
0 9720 14439
0 10930 14632
1 3098 589
0 29 6762
0 2543 5253
1 14092 5709
0 672 6783
1 11038 12694
1 11868 10461
1 13076 10085
0 9907 3891
0 3518 5016
0 4639 13099
1 12855 1291
0 9157 11753
1 1185 7061
0 6363 7567
1 5550 2106
0 1985 4241
1 6534 6750
0 7761 13077
1 3123 5221
1 10851 3687
0 1405 150
0 13479 3274
0 10077 11140
0 89 725
1 7225 4721
0 10347 1631
1 2713 3339
0 4479 14667
0 7833 3923
0 8183 1541
0 10734 12628
0 12750 5108
0 7342 3850
0 1776 10286
0 9154 882
1 7219 1797
1 4813 2825
0 8179 2144
0 4443 1389
1 2486 1714
1 5257 4492
0 8211 7154
1 5514 14116
1 1639 12635
0 11144 1644
0 9742 7583
1 930 9067
1 823 11837
1 5644 9835
0 5199 3842
1 9044 14039
0 10455 5518
1 5714 1240
0 4167 3624
0 2708 128
1 556 11012
1 10627 1345
1 11412 28
0 12144 1020
0 8201 10233
1 1537 3706
1 7011 3532
1 6321 7260
1 5513 435
0 7710 1452
1 3170 14615
0 11234 11970
1 10629 11785
0 7480 11834
0 10417 13119
1 10967 278
1 9427 9783
1 1589 7982
0 890 13483
1 3341 5730
0 8952 6119
1 8111 5575
1 6508 4801
0 8435 7645
1 11991 6942
1 12308 14630
1 8586 4768
0 9053 2679
1 6845 352
0 5118 13331
0 3512 7729
1 11922 9099
0 12369 4439
0 13838 12951
0 8156 6236
1 1097 14727
0 13716 2653
1 9203 2322
1 6655 3318
0 928 978
0 1927 7717
1 667 1826
1 9945 14582
1 3416 3149
1 3905 11980
0 2179 10371
1 12164 10025
1 13924 10509
1 2441 7564
0 6882 8314
1 6707 13864
0 12873 482
1 2240 2138
0 2239 5043
0 7886 7529
1 10680 7747
1 1520 4936
0 1180 7903
1 13470 4995
1 5272 10807
0 13401 6825
1 2541 4843
1 10484 10170
1 7063 6528
1 5346 8370
0 5646 6978
1 1923 13509
0 4541 6571
0 26 12955
1 12343 10693
1 10805 14136
1 8259 6008
1 5515 13545
0 10785 13457
0 6737 6125
1 4742 8813
0 2628 12799
1 7164 13824
1 11174 9888
1 232 10653
0 8355 13839
0 5670 3117
1 7599 1209
1 7375 689
1 2154 7688
0 1393 6954
0 8970 3421
1 11745 14085
0 5342 5121
1 4988 13536
0 9140 7502
0 13434 10335
0 13944 8278
0 7150 2717
0 9894 459
1 1104 225
1 2852 4596
1 5576 4209
1 9692 2502
1 8104 4539
1 10781 2532
1 1256 5653
0 6215 9218
1 3129 7435
0 14049 10866
1 238 1501
0 3375 10969
1 1581 12543
0 2112 5385
0 13362 11078
0 2355 1175
1 10471 13302
1 10098 4351
1 12714 14448
0 9741 11036
1 11069 6902
1 13614 9906
1 5810 1840
0 10182 14715
1 10007 3740
0 10920 14719
0 9648 4845
0 14287 7646
0 606 2799
1 1069 8360
0 4841 1424
1 4812 6988
0 6599 3267
0 11439 13120
1 4506 4218
1 12833 12932
0 3570 14820
0 12986 9239
1 4992 10854
0 1082 8473
1 11342 11725
1 2216 7956
1 10396 3170
1 11921 7517
0 9530 4161
0 12994 12027
0 314 4268
0 5351 416
1 10873 14041
1 8063 7877
1 7570 9357
1 12611 5440
0 1911 145
1 10606 467
0 4003 10165
1 2053 2640
0 8890 11312
1 13003 8440
0 7792 12006
1 8909 9641
1 8912 3159
0 11814 10954
1 14638 12143
1 109 1119
1 10411 13728
1 10991 2317
1 8625 5132
1 14725 170
1 7559 11991
0 8902 13036
0 4864 3590
1 354 660
0 7912 10557
0 11022 8613
0 14194 3793
0 11367 3239
0 92 1850
1 8651 2067
0 13144 11359
0 14557 9274
0 688 4199
0 12235 11993
1 7126 9108
1 11334 1368
1 4580 14189
1 590 10525
1 8907 6437
0 1223 4797
1 3402 2523
1 9283 2105
1 6546 6577
1 13880 13521
1 7425 3361
0 9257 13061
1 9888 7426
1 6715 9167
0 7020 4513
0 11111 3240
0 4425 7831
1 4390 4700
1 3345 3729
0 5260 13741
1 11175 10525
0 573 10707
0 14411 11659
1 11819 4505
0 10691 14832
0 7803 3444
0 12746 12222
1 13310 5124
1 5687 524
1 8519 13045
1 520 3392
0 6544 3429
1 10070 551
1 9154 1363
0 1156 10804
1 13759 12466
1 13632 11251
0 2786 13970
0 13791 3632
1 5770 12514
0 2835 713
1 1738 2478
1 11668 9792
1 12572 8262
0 4263 6359
1 13443 11599
1 2879 853
0 7638 5297
0 4105 13119
1 8468 6927
1 3579 2114
0 12377 5386
1 12956 11169
0 1651 2799
0 5176 5953
0 7597 2756
0 2367 12931
1 3294 4435
0 7018 4728
1 11708 33
1 8823 4078
0 13790 12245
0 4290 13501
0 367 7319
0 6292 4945
1 13949 10734
1 11539 8812
0 13961 2821
1 867 5162
0 5687 908
1 13797 9332
0 6453 608
1 1222 13211
0 2826 12120
1 8182 6987
0 3622 6294
1 9006 151
1 12151 10423
1 11929 197
1 455 8276
0 12757 6470
0 3469 10001
0 6107 5866
1 13160 10682
1 9340 11794
0 14079 12094
1 10091 8897
1 13693 935
