5824 49455
0 1543 3429
1 5149 3374
0 5177 315
1 4058 3604
0 4443 2051
1 944 4264
1 3549 435
1 583 1791
1 2831 4517
1 2225 1067
0 3368 1326
1 1861 4161
0 5201 1099
1 2757 2018
0 167 1802
1 2791 5144
1 327 5473
0 274 3786
1 1197 4303
0 5141 4060
0 3588 5329
0 508 1361
1 3021 5115
0 605 4405
1 825 4176
1 1259 1027
0 1489 4667
1 3661 5436
1 5288 1790
0 5152 2395
0 4436 5807
0 4479 1547
1 915 1416
1 292 3562
1 1985 1242
0 3036 3354
1 4769 4112
0 5465 697
0 4555 2143
1 2888 1672
1 2521 856
1 2203 5095
0 2373 5147
1 4854 1295
1 730 5109
0 602 5370
0 3216 5149
0 3899 4270
1 4448 4428
1 4868 1842
1 919 5270
1 4020 4482
0 580 1958
1 801 3607
0 3147 2538
0 1302 2691
1 4001 1225
0 155 2449
0 3069 215
0 1534 881
0 1673 2343
0 3493 2292
0 2213 2976
0 4772 740
1 2869 4624
0 1383 4290
0 1397 824
0 4070 4513
0 4164 2984
1 3666 2324
0 5288 1301
1 5199 3456
0 1658 4350
0 165 4199
1 4834 3388
1 1967 1855
0 1171 4785
1 793 4475
1 4374 5429
1 2411 4453
1 5544 1777
0 849 1370
1 1397 3333
1 3798 5099
1 3857 5695
1 2401 1975
0 2611 4238
1 3164 1654
1 1958 417
0 1255 3649
1 5775 2213
1 3004 1157
0 3851 4694
1 2548 3430
0 2430 1017
0 3365 5691
1 841 1552
0 1212 441
1 2420 5230
0 4220 2231
0 4078 2756
1 1594 3028
0 3437 3174
0 2649 461
0 4175 2325
1 4125 1972
1 5736 5576
1 2852 994
1 660 844
1 5501 1657
0 5724 2211
1 3845 1449
0 276 2440
0 939 1278
0 3765 1372
0 5110 3464
0 21 5453
0 2655 5243
0 1642 1539
1 886 3474
1 1014 876
0 5044 1936
1 1277 3622
0 3465 2666
0 5246 3399
0 189 1372
1 897 873
1 4399 1690
1 3311 1651
0 2616 2328
0 2983 5164
0 2793 2323
1 4913 3083
0 3040 2673
0 4870 971
0 3870 1847
1 1504 1891
1 4525 5804
1 2187 1468
0 455 943
0 5105 3217
1 3608 4994
1 4053 2758
0 1274 4244
1 5032 121
0 767 3969
0 1111 10
1 4165 2050
1 996 664
1 5799 3507
0 777 4180
0 2531 4466
0 707 4484
1 3548 1234
1 1238 1187
1 5120 5562
1 2568 190
0 3166 5451
0 5380 264
0 2614 5161
0 4126 4108
1 2136 3370
1 2875 1106
0 5696 3109
0 5443 4801
1 981 49
1 3874 5043
1 1460 217
1 2356 2869
0 2933 87
0 3639 620
1 3073 4780
1 1981 2374
1 5517 5466
0 367 1138
1 2626 785
0 4652 3583
1 174 2530
0 2545 3848
0 3651 4309
1 1177 5505
0 2329 640
1 4110 2069
0 3424 4641
1 3089 5184
1 2552 994
1 1201 3851
0 584 1478
1 5061 291
0 2935 4517
1 2008 3848
1 122 5699
1 5791 1503
1 3104 1129
0 2520 326
0 783 3062
0 3095 2622
1 2246 4653
1 748 5137
0 4910 5226
1 3011 4501
0 66 3434
0 4688 5209
1 550 4436
1 3132 1500
0 96 5643
0 4592 987
1 3388 209
1 4875 1905
1 1719 4101
1 1939 2908
0 2132 3676
1 1759 547
1 3141 613
1 3065 4701
1 3435 1037
0 481 1841
0 5777 4019
1 2730 945
1 3218 1956
1 606 3933
1 5807 1210
0 808 2269
0 3536 5370
0 840 2392
0 743 5511
1 2784 890
1 437 4092
1 2226 1959
1 3093 2429
0 5595 2379
1 2512 3280
0 1075 3977
1 4198 5113
1 302 2759
1 3022 3880
1 4715 162
0 1234 4763
1 4928 1506
0 4693 2903
1 2235 3302
1 565 1933
0 1946 4609
1 378 445
1 3811 94
1 3984 4954
0 2159 5076
1 4100 2043
1 4928 2985
1 4329 2159
0 3625 2331
1 3762 594
0 667 3676
0 3340 2108
0 5510 1596
0 5489 3867
1 1893 3494
0 5396 5735
0 1381 3770
1 2101 556
1 5698 4782
0 4406 1419
0 4083 3100
1 868 732
1 2605 2807
1 4047 2819
0 1109 2732
1 1340 1469
0 2482 504
0 2099 3846
0 2742 3253
1 5389 2303
0 1953 2015
0 3908 2876
1 4398 5132
1 4715 3201
1 3424 1117
1 2039 3814
1 3971 1989
0 4491 5753
0 3417 3281
0 2993 3504
0 990 1916
1 960 2770
1 1702 1908
1 2706 1191
0 2095 1045
1 417 1174
0 4481 3596
0 4209 4452
1 3446 3530
1 1540 650
0 5618 748
1 1915 4001
0 3145 5646
1 2541 4532
1 1898 5276
0 1258 1017
0 440 5511
1 4765 3086
0 5196 4079
1 2517 4748
1 2684 5573
1 1233 5817
1 3056 1887
1 3410 1034
1 963 3289
1 110 10
0 2948 5079
1 4865 886
1 194 1264
0 1292 177
1 2128 366
1 1432 2
0 3761 107
1 2221 5356
0 582 1696
0 493 1542
0 622 2780
0 1578 1168
0 5602 2675
0 4125 4814
0 899 4824
1 350 2388
1 329 5433
1 3295 5618
0 4834 181
0 486 5323
1 5645 1005
1 4167 3527
0 2805 4562
1 3299 4398
1 958 4310
1 1630 2685
1 398 936
0 4478 5371
0 4575 5092
1 2629 3524
0 3367 1135
0 1510 2367
1 4695 3206
0 3147 3883
0 962 1268
0 1750 4704
1 1625 4561
0 956 4657
0 5772 1247
0 2082 5441
0 3911 2417
